{'descr': '酒店不错，房间大，不过在八层的房间有点热，有点异味！', 'star': 5}
{'descr': '各方面条件都不错 ，如果在附近办事的 话推荐入住 ，周围饭店便利店都有 ，门口就有公交车站 ，很方便', 'star': 5}
{'descr': '屋子是用石膏板隔出来的，隔壁房的声音听的比较清楚。房卡忘记屋里要他们开门也得等10分钟。要个吹风机，一开始说马上送，等了20分也没送上来，再打电话问怎么还没送上来的时候，他们说是没有了，别的房的客人拿走用了。那么大的快捷，就几个吹风机？？质问他们刚才说有现在没有是怎么回事，他们说再找找，然后才送上来。效率太差', 'star': 1}
{'descr': '水冷，几乎没有温度，我在桃源路那里的也住过水温也是不行的，下午还凑乎晚上太不行了，价格还是有点贵', 'star': 5}
{'descr': '酒店房间很大，非常干净', 'star': 3}
{'descr': '房间挺好的。服务也不错。就是车位比较少。', 'star': 5}
{'descr': '还算不错！', 'star': 5}
{'descr': '除了偶尔能听到隔壁床与墙碰撞发出的呻吟声.其他还是很好的.', 'star': 5}
{'descr': '服务一般', 'star': 5}
{'descr': '酒店房间很大，落地窗采光很好，很舒服。性价比合适', 'star': 5}
{'descr': '还不错 早餐不太好', 'star': 3}
{'descr': '还不错 标间有点潮', 'star': 3}
{'descr': '性价比还行，周围吃饭不方便', 'star': 5}
{'descr': '早饭的品种少，楼层见不到服务员，房间设施差。床上的卫生还能见到其他客人留下的头发。晕！', 'star': 1}
{'descr': '很不错。下次还来。', 'star': 5}
{'descr': '价钱吗，还是有点贵的，其他的都还可以，隔音效果不是很好啊，弄的人一晚上睡不好啊', 'star': 5}
{'descr': '尽管设施不算好，灯不亮、墙纸脱落、有小蟑螂，但服务人员的态度很好。第一天洗脸盆上方灯不亮，修不了，换房；第二天网络上不了线，修不好，换房。三天换了三个房间。由于距办事的地方近，位置还不错。', 'star': 5}
{'descr': '环境很不错，里面的木质家具我很喜欢。', 'star': 5}
{'descr': '前台的服务员都不好了。我是外国人从1980年后旅游中国了。这饭店前台服务在中国最恶了。', 'star': 1}
{'descr': '特价房在顶楼，是加盖的。价格便宜，但舒适度不好', 'star': 5}
{'descr': '还不错的，就是贵了点', 'star': 3}
{'descr': '卫生不行，服务也不好', 'star': 3}
{'descr': '条件不错，包括早餐就好了', 'star': 5}
{'descr': '还可以 啊', 'star': 3}
{'descr': '还可以，不过掉了一个手链在里面，希望能够找到它', 'star': 3}
{'descr': '房间很旧，一看就知道装修质量太差。', 'star': 5}
{'descr': '特价房148，房间较七天、如家等要大，且整体装修温馨，特别是浴室，是木质结构。干净整洁，服务好。提前1天预订，到店后因没有特价房了，还免费升级了房间！性价比非常好！以后常来！', 'star': 5}
{'descr': '酒店还可以', 'star': 5}
{'descr': '位置不错，房间也还不错。', 'star': 5}
{'descr': '在北方，将就着吧，比其他酒店好多了，只是这是顶楼，阁楼，有点不爽，房间还是不错，大!', 'star': 5}
{'descr': '酒店卫生太差，服务不好，就是硬件还可以', 'star': 5}
{'descr': '酒店很好找，酒店装潢很个性，很温馨浪漫', 'star': 5}
{'descr': '整体感觉不错，下次来还会住。', 'star': 5}
{'descr': '一切设施还好，性价比不错。', 'star': 3}
{'descr': '位置不错，条件一般，性价比还可以。', 'star': 5}
{'descr': '很有特色，有停车场！', 'star': 3}
{'descr': '很有特色的酒店！有停车场！', 'star': 5}
{'descr': '房型挺好，也很温馨，就是里面太脏', 'star': 5}
{'descr': '交通方便，房间空间比较大，不错', 'star': 5}
{'descr': '挺不错的&#183;&#183;', 'star': 5}
{'descr': '多次入住该酒店 就是因为交通便利 设施简单、整洁，卫生条件好，性价比高，很值得推荐。', 'star': 5}
{'descr': '很好，全景的窗户很喜欢', 'star': 5}
{'descr': '不错,就是屋内好像受潮了,有霉味!', 'star': 5}
{'descr': '总体还可以，特价房太吵了，房子很潮，卫生还可以', 'star': 1}
{'descr': '整体来说不错，性价比高。', 'star': 5}
{'descr': '网线很快,电视还好,可是没有cctv5,沙发有点脏,透明浴室可以挂浴帘,不必担心,因为房间门锁是坏的,工作人员多次帮我们开门,服务态度很好', 'star': 3}
{'descr': '沙发有点脏,透明浴室可以挂浴帘,不必担心,因为房间门锁是坏的,工作人员多次帮我们开门,服务态度很好,家具风格简约漂亮', 'star': 5}
{'descr': '服务态度有的一般 设施齐全 性价比不错 ', 'star': 3}
{'descr': '干净舒适', 'star': 5}
{'descr': '位置不错，性价比很好、', 'star': 5}
{'descr': '酒店地理位置优越，离火车站很近，而且去榆次老城和晋祠都有直达的车，而且基本上车还能有座位，很适合去山西旅游的朋友。', 'star': 3}
{'descr': '酒店个别服务员服务态度冷漠，对客户态度让客户不舒服。整个房子整体性价比还算可以。服务设施齐全，空调，网线，电视，热水都有，整体看起来还算干净。', 'star': 5}
{'descr': '感觉很不错，很干净，窗户很大', 'star': 3}
{'descr': '早餐很一般 并且已经凉了还在那 ', 'star': 5}
{'descr': '就是电视的节目比较少', 'star': 5}
{'descr': '电视就那么几个台，问前台说特价房的2，5，6，7，8都是这种机顶盒，一次无语，让我错过意大利比赛；\r\n夜里10点隔壁房间传来肉碰肉的声音；夜里2点床头隔壁传来男女欢畅音，可能是我的耳朵太灵敏了；\r\n卫生间水池竟然擦的还带长发；\r\n马桶声音赛过火车；\r\n所谓的送餐就是微波炉加热剩饭给您吃；\r\n火车票送票30元一次，这是我遇到最贵的了。', 'star': 3}
{'descr': '真的不想详细说了，反正下次没有机会过来住了，免费都不住', 'star': 1}
{'descr': '酒店位置还可以，服务一般。在房间里竟然发现很多只“小强”，让人实在不舒服。跟前台调换，服务员也是在很不情愿的情况下换房。最让人郁闷的是，竟然没有CCTV5，世界杯都看不了。', 'star': 1}
{'descr': '就是电视频道太少', 'star': 5}
{'descr': '非常干净', 'star': 3}
{'descr': '非常干净，舒适！', 'star': 5}
{'descr': '很好  感觉很舒服', 'star': 5}
{'descr': '床很硬', 'star': 5}
{'descr': '很好.', 'star': 5}
{'descr': '卫生不错，感觉房间有点小', 'star': 5}
{'descr': '就是蚊子多了点，一晚咬了我8个包，其它还不错', 'star': 5}
{'descr': '挺好的啊。服务到位。环境好。卫生又好。但就是价位高点么。', 'star': 5}
{'descr': '不错，感觉挺舒适。', 'star': 3}
{'descr': '整体来说还不错，就是房间出现一些问题时，酒店处理是速度太慢，有待改进。', 'star': 3}
{'descr': '房间整洁。停车环境较差，希望改进。', 'star': 5}
{'descr': '总体还是不错，就是床有点硬，电视喇叭声音不正，有杂音！', 'star': 5}
{'descr': '酒店设施比较陈旧，房间墙壁脱落严重，房间较小，且网络预订房间基本为尾房，感觉不好', 'star': 1}
{'descr': '不错，可以考虑。', 'star': 3}
{'descr': '整体感觉还不错', 'star': 5}
{'descr': '总体还不错，8楼没有CCTV-5有些遗憾。不过给调了房间。服务还是不错的。值得推荐。', 'star': 5}
{'descr': '比一般的商务酒店房间大  没有电吹风  木质桌椅 感觉不错  适合商务人士 ', 'star': 5}
{'descr': '恩，地理位置很好，干净价格也公道，不错，值得推荐', 'star': 5}
{'descr': '总体来说还算不错，性价比相对还是比较好的，可以参考继续消费。\r\n\r\n', 'star': 5}
{'descr': '环境还可以，价格在太原来说相对比较高一点，舒适度还不错，早餐总是那个样的，假如是公差的话，这里还是挺不错的', 'star': 5}
{'descr': '值得推荐', 'star': 5}
{'descr': '性价比不错', 'star': 5}
{'descr': '房间的舒适度不错，有点茶艺间的感觉。前台服务也还可以', 'star': 3}
{'descr': '还行吧', 'star': 5}
{'descr': '太原维客商务酒店南内环店，房间很大，也很干净，隔音也比较不错，服务人员态度也比较好，我比较满意，下次来太原还是首选。', 'star': 5}
{'descr': '地理位置不错，内部装饰很好，早餐一般，整体性价比还是不错的。', 'star': 3}
{'descr': '酒店地理位置极好，只可惜酒店设施过于陈旧，希望尽快更新设施，进行装修，那样客源会更好的。', 'star': 3}
{'descr': '这个酒店我经常住,服务是不错的,位置也不错,感觉房间很温馨啊,就是每天的套餐只是那几个菜,没有新意,总吃就不爱吃了,所以老板也该动动脑筋换几个花样.', 'star': 5}
{'descr': '不错', 'star': 5}
{'descr': 'hao', 'star': 5}
{'descr': '位置不错，交通方便，还有免费停车场，有机会再去住。', 'star': 3}
{'descr': '不错，不过没有上次的房间好了', 'star': 3}
{'descr': '相比下来，算比较实惠了，只怪山西人太会算钱了，收费是5星级，服务是1星级！交通便利，值得推荐！', 'star': 3}
{'descr': '很舒服，离火车站4站路3公里左右..布置很有性格...就是房里太有情调了吧...灯能亮点不', 'star': 5}
{'descr': '非常不错的酒店。。下次继续了。。', 'star': 5}
{'descr': '酒店位置很好，卫生和服务都很不错，而且比较安静，不吵闹，性价比很高', 'star': 5}
{'descr': '作为一般商务型酒店还过得去', 'star': 5}
{'descr': '挺好，下次还去', 'star': 3}
{'descr': '服务依旧很好，只是这次住的房间感觉没上次的好。', 'star': 5}
{'descr': '性价比也不是那么好，不过比起其他山西的酒店，这家算很好了！在山西开酒店宾馆真赚钱，在南方也就100块钱的房间，山西要卖到180元！将就着住，总体来说这家还行！', 'star': 5}
{'descr': '喜欢维客的落地窗，喜欢房间的宽敞，喜欢那两张舒适的沙发！', 'star': 5}
{'descr': '位置不错。。特价大床房比普通的小。。但是有两面玻璃。。挺明亮的。。房食的面饭还算经济实惠。。早餐一般。。总体感觉不错。。。推荐', 'star': 5}
{'descr': '还可以,离机场不远.', 'star': 5}
{'descr': '早上的自助餐一般，只有丸子汤还不错，但不自助，每人限6个丸子，太扣了。特价房在顶层，但到了晚上顶层楼道处太黑，缺一盏灯。其他都不错，值得推荐', 'star': 5}
{'descr': '这是第三次入住该酒店。  交通便利，离火车站、商业街都不远 。顶楼大床房房间宽敞 热水出水量很大 设施干净 整洁。是性价比很高的酒店。下次入住还住该酒店。极力推荐。', 'star': 5}
{'descr': '不错，性价比较高。', 'star': 3}
{'descr': '总体可打85分。', 'star': 5}
{'descr': '不错的选择', 'star': 5}
{'descr': '不错，值得推荐', 'star': 3}
{'descr': '不错，值得推荐', 'star': 3}
{'descr': '不好, 很脏, 墙壁都发霉', 'star': 1}
{'descr': '位置很好，距离车站比较近，因为是特价房，在顶层，还算比较舒适。唯一不足是顶层没电梯，早餐一般，也算比较人性化，单只要一份不够我们俩人吃', 'star': 5}
{'descr': '这个不错，比服装城的好多了，推荐', 'star': 3}
{'descr': '房间价格便宜，网速不是很快，床不是很舒服，有点硬，液晶电视有一百多个频道，就是能看到信号只有三十几个，中央五中央六和地方台全没有，只有全国都常见的几个卫视频道，看不到球赛啊。就是性价比好', 'star': 5}
{'descr': '算是太原比较经济的酒店了', 'star': 5}
{'descr': '早餐还不错，交通方便，附近有个大超市', 'star': 3}
{'descr': '设施比较不错，离车站近，地理位置好。但是早餐种类少，而且去晚了没饭吃，服务生不给及时添加。', 'star': 5}
{'descr': '第二次入住，感觉蛮不错的。', 'star': 3}
{'descr': '卫生很干净，我住的大床房，布局蛮合理的，卫生间很别致，外面玻璃，里面木头，像是洗浴桑拿的感觉。', 'star': 5}
{'descr': '服务不错,位置好，交通方便，卫生也好，只是网络不够稳定，性价比较高。', 'star': 5}
{'descr': '很好', 'star': 5}
{'descr': '很差.我住了一晚就转酒店了.只比照待所好些.不推荐', 'star': 1}
{'descr': '好，性价比高', 'star': 5}
{'descr': '很不错的酒店，很干净，室内设备也很全，性价比相当不错！', 'star': 5}
{'descr': '离建南汽车站很近，交通不错，离市中心稍远', 'star': 3}
{'descr': '位置还不错~房间海洋风格的看着很舒服', 'star': 5}
{'descr': '很棒！！！意想不到，房间很有特色，很舒适。', 'star': 3}
{'descr': '房间住起来很舒服，开始我们预定的房间不能上网，服务员非常热情的把房间做了免费升级，房间和有特色，值得一住，性价比很高，交通上就是离火车站不是太近，但整体上讲，酒店相当不错~', 'star': 5}
{'descr': '酒店的服务真的不错，不过对这个城市我是彻底的失望了，脏乱差三字形容太原一点都不为过。永别了，太原！！！', 'star': 5}
{'descr': '很好', 'star': 5}
{'descr': '酒店地理很好，距离火车站很近，而且有门口就有直达到晋祠和榆次的公交车；满意酒店房间的装修，而且卫生也比较干净，唯一的缺点就是热水好像热度不够，冬天可能会觉得冷。希望能够改进。', 'star': 5}
{'descr': '服务和设施不错，就是发现了小强和蜘蛛网，酒店没有夏被。不过总体感觉还是不错，可以据推荐朋友入住。', 'star': 5}
{'descr': '整体来说不错，服务时普通话再标准一些更好！', 'star': 5}
{'descr': '早餐还可以', 'star': 5}
{'descr': '性价比高！', 'star': 3}
{'descr': '其他都好，地毯有点脏啦', 'star': 1}
{'descr': '比起锦江之星，汉庭还差些，房间隔音不好，旁边房间人讲话听的很清楚，不过sony液晶是一个亮点。', 'star': 1}
{'descr': '交通便利，房间舒适，干净卫生。', 'star': 5}
{'descr': '位置方便，卫生也好，服务也不错，推荐。只是网络不稳定。', 'star': 3}
{'descr': '地点位置方便、网络不稳定', 'star': 5}
{'descr': '预定的房间竟然没有，结账不主动给发票。', 'star': 1}
{'descr': '出行的不错选择啊!!!', 'star': 3}
{'descr': '还是推荐给大家吧', 'star': 3}
{'descr': '不错的酒店,环境好离火车站近.', 'star': 5}
{'descr': '好', 'star': 5}
{'descr': 'so good', 'star': 3}
{'descr': '不错', 'star': 5}
{'descr': '离火车站很近，房间都很有个性，性价比较高。', 'star': 5}
{'descr': '综合性价很好。', 'star': 5}
{'descr': '南内环这个店还是不错的.性价比还好.  下次还会去的 ！', 'star': 5}
{'descr': '个人感觉这家酒店地理位置还不错，离火车站很近，周围还有大型超市，很方便。酒店卫生也还好，价格不贵，住的也很舒服，这个价位来说很好了，性价比高。', 'star': 5}
{'descr': '第二次住这里了，个人觉得不错，推荐', 'star': 5}
{'descr': '整体感觉还是很好的，服务也很好。房间也比较大。下次还会考虑住。', 'star': 5}
{'descr': 'good', 'star': 5}
{'descr': '总体来说还可以。就是临街噪音有点大', 'star': 3}
{'descr': '开业没多久，房间的墙皮就被水泡了，不过还算新，价格合理，总体满意', 'star': 5}
{'descr': '酒店除了位置稍微有点偏之外 其他的设施 服务还是不错的 前台的服务态度也很好 有个眼睛mm很热情', 'star': 5}
{'descr': '还行', 'star': 3}
{'descr': '出了太原交通秩序差点，找酒店费了点时间。酒店服务还是不错了。房间还升了级', 'star': 5}
{'descr': '性价比挺高，除了洗澡的水不热以外，其他的都挺好呢', 'star': 5}
{'descr': '电视总出现问题', 'star': 3}
{'descr': '8楼的洗脸池的地板有些渗水。相比其他维克，大玻璃浴室用了帘子，比较合适。', 'star': 5}
{'descr': '电视总出问题  没有热水喝  \r\n', 'star': 3}
{'descr': '不明白为什么都这么贵的收费！太原的总体服务水平都很差，收费却是全国前十的城市！太多的不明白！相对来说这家就空调', 'star': 1}
{'descr': '各方面都很不错  性价比也很高', 'star': 5}
{'descr': '推荐 推荐', 'star': 3}
{'descr': '就是电视有点毛病  ', 'star': 5}
{'descr': '干净，推荐', 'star': 5}
{'descr': '感觉还不错，只是房间比图片小了不少，不过性价比还是不错', 'star': 5}
{'descr': '房间冷', 'star': 3}
{'descr': '很合适', 'star': 3}
{'descr': '环境不错', 'star': 5}
{'descr': '还行', 'star': 3}
{'descr': '都很不错，就是隔音不太好，要是把隔音问题处理下，就很完美了 ', 'star': 5}
{'descr': '非常好的酒店，下次还来~~~', 'star': 5}
{'descr': '感觉很不错，不愧是总店。电脑设备好、空调够热，确实物有所值，下次去太原的话，还入住。', 'star': 5}
{'descr': '有点冷', 'star': 5}
{'descr': '交通还比较方便，离火车站4站地，离建南汽车站2站地。', 'star': 5}
{'descr': '不错不错，我会经常去的', 'star': 3}
{'descr': '还行，  价钱好像经常变、', 'star': 5}
{'descr': '液晶电视，这点我很喜欢 这个价位的酒店一般都是普通电视。\r\n透明的浴室，四面都是木头，风格很不错 ，床很大，就是隔音不怎么样。性价比很不错。服务也不错。以后还会去的。我很喜欢！', 'star': 5}
{'descr': '基本满意', 'star': 5}
{'descr': '商住型', 'star': 5}
{'descr': '很好', 'star': 3}
{'descr': '没有暖气，空调制暖很差，性价比比较好！', 'star': 5}
{'descr': '性价比较高的酒店，卫生好、设施也好，就是室内温度低影响睡眠。前厅服务一般。交通非常便利，下次还住此酒店。', 'star': 5}
{'descr': '总体比较满意，就是对网速不满意。晚上的时候太慢了，网页都打不开，而且经常掉线。', 'star': 5}
{'descr': '室内温度太低影响睡眠，其他服务和设施都还不错。', 'star': 5}
{'descr': '房间内的设置不错，设施也不错，就是房卡老是没有磁！\r\n老是让我跑的补磁，卫生不错，服务也可以，舒适度床有点硬！', 'star': 5}
{'descr': '这家不错啊，房间我要的是大床的 房间比较大', 'star': 5}
{'descr': '酒店房间里面蛮干净的,人员服务也比较周到,而且价格合理,所以感觉还是比较值得推荐的.', 'star': 3}
{'descr': '条件不低于知名连锁快捷酒店，性价比高。', 'star': 5}
{'descr': '位置还比较好，出行还方便，服务方面比较欠缺，当时住6楼，门卡打不开门了，找不到楼层服务人员，电话去前台也老半天也没人上来', 'star': 3}
{'descr': '我对自己来说，我是犹豫的，个人觉得还不够值得我推荐他！空调的质量反应酒店老板的心态，不是顾客至上！睡不好觉！', 'star': 1}
{'descr': '还不错， 就这样吧', 'star': 5}
{'descr': '有点冷@淋浴是坏的@修了还是坏的@', 'star': 5}
{'descr': '我住的最边的房间 一晚上的噪音很吵 卫生不是很好 服务也一般 房间的暖气不好 很潮湿..', 'star': 1}
{'descr': '房间还行设施和卫生还是挺不错的,服务态度比较一般,位置是挺好找的,性价比还可以,还是挺不错的酒店.', 'star': 3}
{'descr': '不够温度', 'star': 3}
{'descr': '空调不行，很冷！', 'star': 5}
{'descr': '交通方便，有停车厂，房间宽敞，性价比高，下次还住', 'star': 5}
{'descr': '该酒店简约而不简单，设施齐全，服务周到，也很优惠，是一个不错的居家旅行之选！', 'star': 5}
{'descr': '南内环的维客服务还行，不过我在那里住了两天，第二天他没有给我们打扫房屋，我觉得浴巾不是很卫生。我住的活动的特价房，和他的价格相比这样的条件已经很好了。', 'star': 5}
{'descr': '墙太薄隔壁干什么你都听的清楚,不够安静', 'star': 1}
{'descr': '总体来说环境不错，隔音效果不是很好，卫生不错，服务态度也热情周到，地理位置交通方便，性价比不错的酒店，值得推荐', 'star': 3}
{'descr': '有的房间就是没有电脑   遗憾啊\r\n', 'star': 5}
{'descr': '其他的都非常好，就是暖气非常不好，有点冷~~~~', 'star': 3}
{'descr': '还不错，就是我住的那间房空调比较差', 'star': 5}
{'descr': '位置不错 晚上很安静', 'star': 3}
{'descr': '整体效果不错 就是有些房间的宽带不好用', 'star': 3}
{'descr': '8楼的空调没有制热功能', 'star': 5}
{'descr': '位置挺好的，交通还算方便，房间的卫生和设施也还不错，服务也行，我觉得这家酒店的性价比还是比较高的 值得推荐', 'star': 3}
{'descr': '实际的和预定的价钱不一样，Ｅ龙有问题．说的１１８．后来收我１２８，', 'star': 1}
{'descr': '电视是看不了，空调也不能用，说是能提供宽带上网，但等住了宽带也用不了，酒店让我加钱换了别的能上网的房间，感觉不好', 'star': 3}
{'descr': '和其他商务酒店差不多,很一般,基本设施还是有的,卫生一般,服务不是很好.', 'star': 3}
{'descr': '总得环境挺好的啊！就是第一天晚上房间里有只小老鼠！！', 'star': 5}
{'descr': '很好', 'star': 5}
{'descr': '不好', 'star': 1}
{'descr': '挺适合广大消费者', 'star': 5}
{'descr': '总体而言房间的设施，环境，服务都很不错，价钱也很大众，要是能把网速慢的问题解决了那就是相当不错了！', 'star': 5}
{'descr': '网络无电视是坏的', 'star': 1}
{'descr': '服务态度不错，房间挺大，还有沙发，性价比不错的', 'star': 5}
{'descr': '很不错的', 'star': 5}
{'descr': '客房的服务员服务意识真的不怎么的...\r\n网速差,根本快等于零.\r\n不过基本设施不错,只是睡觉还是挺舒服的...\r\n\r\n', 'star': 3}
{'descr': '网络实在太差了,床还挺舒适.特价房还是挺便宜.位置一般.', 'star': 3}
{'descr': '网络速度真是太麻烦..特价大床房与房之前的差别还是很大的,所以要早点到,最好先看看房间,我们后面换的那间房就大多了.网络基本上等于零,基本上是一分钟上一分钟下的...简直难以忍受.\r\n\r\n房间看起来设施不错,床也很舒服..', 'star': 5}
{'descr': '暖气很热，但是房间不是特别暖和，卫生一般吧但是价格比较公道', 'star': 5}
{'descr': '住了一晚的大床房，房间挺大的，床也还舒服，就是地上还有瓜子皮，服务还不错', 'star': 5}
{'descr': '大透明的卫生间很有味道', 'star': 5}
{'descr': '第二次入住了，同样的特价房，和第一次入住的房间相比，房间大小、采光等多个方面都差挺多，多少有些失望，下次去要先看看房间啦', 'star': 5}
{'descr': '不推荐的原因有以下几个，我入住那天晚上，前台服务员的态度非常的差，连个招呼都不打，我俩对视有5秒钟，最后还是我先说话，他就不会说个你好吗？第二：酒店的价格偏贵，这个地方面价是188，通过这里定只便宜20元，而且还把早餐给免了，自助早餐10元/人，算下来，是1分钱没便宜。第三，房间内的宽带非常非常的慢，下午和晚上就别想上网，网页都打不开。太失望了。但也有值得肯定的，房间内的环境是一流的。非常好。', 'star': 1}
{'descr': '房间比较小,不过卫生还是比较干净,价格也比较适中的,位置是有一些偏,交通挺方便的,总体还是比较满意.', 'star': 3}
{'descr': '入住两晚，大床房，房间设施简洁大方，卫生整齐，服务也很到位。某些地方应更加人性化，如浴室遮挡，鞋架等。', 'star': 5}
{'descr': '酒店的整体感觉还不错，性价比可以', 'star': 5}
{'descr': '酒店的环境不错的，服务卫生以及设施都很好的，酒店的位置不错的，出行很方便的，性价比不错的酒店。', 'star': 5}
