{'短评内容': '交通方便，值这个价', '短评打分': 4}
{'短评内容': '二星级的宾馆，管理很规范，早餐很好吃啊很好吃啊很好吃啊~~没什么可挑剔的，出门是集市，往南就是王府井，西边旁边就是美术馆，再旁边就是景山公园，位置盖了~如果你往市中心，这个宾馆是个好地方~唯一需要注意的是，外面没有明显的标示，顺着福隆寺街的牌坊一直往北走顶就是了~', '短评打分': 5}
{'短评内容': '地理位置好 方便 早餐還好 房間一般 性價比高', '短评打分': 5}
{'短评内容': '早餐可以  地理位置方便  推薦  總的來說性價比較高 ', '短评打分': 5}
{'短评内容': '地理位置方便 房間一般 性價比高  早餐可以', '短评打分': 5}
{'短评内容': '北京东四福苑宾馆妈妈在这里住了半个月了 还可以的 呵呵 早餐不错 去哪里都方便的 关键是性价比高 比较节约', '短评打分': 5}
{'短评内容': '在网上订了一天，可连续在那住了三天，因为老板跟服务员极力推荐留宿。呵呵。本来是打算只住一天然后去欢乐谷玩时住那的城市客栈。，后来老板跟大堂经理说欢乐谷也没多远啊。你们坐公车去，晚上再回来不完事儿了么！再说来回换着住多不方便呀！后来想了想就那样吧，所以在北京留玩的这几天都住那了。还行吧，住的是110的。是公共厕所和卫浴。没早餐。没给我们钥匙。理由是上一位顾客把房间钥匙给扭断了，我有点儿怀疑这个的可疑', '短评打分': 5}
{'短评内容': '妈妈在这里住了半个月了 还可以的 呵呵 早餐不错 去哪里都方便的 关键是性价比高 比较节约 ', '短评打分': 5}
{'短评内容': '妈妈在这里住了半个月了 还可以的 呵呵 早餐不错  去哪里都方便的 关键是性价比高 比较节约', '短评打分': 5}
{'短评内容': '酒店唯一的好处就是交通很方便，出门走出小区就是地铁5号线 \n地理位置不是那么显而易见，比较隐蔽。\n酒店太老式了，90年代的风格。我住的那间洗手池还漏水。。。。。\n房间还算干净吧，就是通风差了点~~！~！~~\n早餐非常的营养丰富，我很喜欢。就是收的太快了，9点整准时。。。\n总的来说，性价比还是可以的。非常适合大学生、背包客、刚上岗的小年轻考虑到它经济实惠的人群。\n\n', '短评打分': 5}
{'短评内容': '没有电梯，没有网络，热水器喷头水量极小，吹风机借光。。。。', '短评打分': 1}
{'短评内容': '早餐确实挺好的  带卫生间的标间和套间好住  普通的标间和三人家就一般了  地段比较方便  总的来说性价比比较高', '短评打分': 5}
{'短评内容': '还不错，离地铁站很近，交通便利。房间挺干净，就是沙发太脏。', '短评打分': 5}
{'短评内容': '挺方便的 性价比较高 早餐确实是好  早市也很方便  很多蔬果  周围小饭馆多 坐公交 很方便 从东四D口出来 过左手50米处桥 继续向北走 即到  妈的一群老朋友过来玩 都挺方便的  还有清真饭馆在边上 ', '短评打分': 5}
{'短评内容': '服务很好，干净舒适，交通便利，经济实惠。', '短评打分': 5}
{'短评内容': '住了很多次了,性价比算不错了,卫生也可以,赠送自助早餐,对普通老百姓来说还是不错的选择', '短评打分': 5}
{'短评内容': '位置不错，性价比也很高。下次还住这!', '短评打分': 3}
{'短评内容': '地点还可以，就是卫生方面不是太好！交通也很方便', '短评打分': 5}
{'短评内容': '条件比一般差些！！！！！！！！！！！！！！！！！', '短评打分': 1}
{'短评内容': '服务态度不是很好', '短评打分': 3}
{'短评内容': '前台和服务人员态度都很好，房间整体感觉挺好的，就是早餐太简单了，再多点种类就好了。', '短评打分': 5}
{'短评内容': '挺好的，环境和服务态度还不错，值得入住一下', '短评打分': 5}
{'短评内容': '位置不错。位置不错。位置不错。位置不错。', '短评打分': 5}
{'短评内容': ':房间挺干净，服务员很热情！', '短评打分': 3}
{'短评内容': '宾馆位置很棒!性价比很好!', '短评打分': 3}
{'短评内容': '很多次了,挺不错的,很安静,卫生也还行,服务员态度非常好', '短评打分': 5}
{'短评内容': '住宿条件尚可,地理位置不错.', '短评打分': 3}
{'短评内容': '地理位置很好，出行方便，周边环境安静，酒店服务还行，价格实惠。', '短评打分': 5}
{'短评内容': '带着印尼来的朋友入住的，套房，有家的感觉，而且交通非常方便。本只订了一天，觉得不错，次日就继续住。房价还算合理。', '短评打分': 5}
{'短评内容': '离地铁站大约10分钟步行，离天安门广场大约30分钟步行，离王府井大约25分钟步行，交通比较方便，国外住客很多，就是不太好找，挺隐蔽的，宾馆一共五层楼，但是很正。', '短评打分': 5}
{'短评内容': '酒店很满意。地方交通也很方便。就是酒店周围比较凄凉！不过还是很满意。服务很热情', '短评打分': 3}
{'短评内容': '很不错。物美价廉。服务也不错。而且可以提供无线上网服务。', '短评打分': 5}
{'短评内容': '还好了，环境挺干净的，就是难找', '短评打分': 3}
{'短评内容': '在北京城，在这个位置，东四福苑的价格可以接受，服务也不错。', '短评打分': 5}
{'短评内容': '就几张床 其他什么都没有了 包括毛巾卫生间都没有', '短评打分': 1}
{'短评内容': '普通间设备太差，没有卫生间，没有毛巾，总之什么都没有就床', '短评打分': 1}
{'短评内容': ' 这是第四次入住了，交通方便、就餐方便、价格合适、推荐入住。', '短评打分': 3}
{'短评内容': '还可以的，交通方便！价格便宜，应该还会再来。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '地点不太好找，但服务不错，早餐实惠可口，下次还会考虑入住。', '短评打分': 3}
{'短评内容': '地理位置很好，周边很多小吃，店里服务不错，挺温暖的感觉', '短评打分': 5}
{'短评内容': '温馨,酒店很正派,安全,地段也不错,离地铁站大约步行15分钟.', '短评打分': 3}
{'短评内容': '性价比高，酒店位置较好，办事方便，就是冬天室内较冷。', '短评打分': 5}
{'短评内容': '地点方位：这这宾馆坐落在隆福寺最里面，地点交通便利，出来到东四地铁站只要10分钟，到王府井步行的话20分钟。还有点很重要，这里旁边拐个弯走500米有个隆福医院，我朋友晚上生病发烧了，还好附近 有医院，不然我估计得叫救护车了！汗！这点给我感触颇深。\n服务态度：服务员的态度都是很好的，一个电话什么都服务到位，还每天给你打开水，询问是否要打扫卫生。\n宾馆环境：宾馆的招牌做得不怎么样，给我感觉是不入流的招', '短评打分': 5}
{'短评内容': '不错的地方，性价比极高，离火车站近，房间很舒适，这个价位就是很好的酒店了', '短评打分': 5}
{'短评内容': '东四福苑的服务态度特别好，周边有很多北京特色小吃，离地铁也很近，是一个很不错的酒店，下次还会入住。', '短评打分': 3}
{'短评内容': '住过两次了，每次都是常住。优点如下：\n1、物美价廉\n2、干净整洁\n3、服务到位', '短评打分': 5}
{'短评内容': '一楼无线宽带', '短评打分': 3}
{'短评内容': '三人间，预订时说有宽带，实际没有', '短评打分': 3}
{'短评内容': '交通还算方便，性价比还可以，本来想约朋友过来直接吃饭的，早餐不好吃就算了', '短评打分': 5}
{'短评内容': '不错，就是稍微有些冷', '短评打分': 3}
{'短评内容': '＋服务很好。就是房间太小了。交通还算方便吧。', '短评打分': 3}
{'短评内容': '服务殷实，房间卫生，有住家的感觉。美中不足的是晚上酒店周边黑压压的怪吓人。', '短评打分': 3}
{'短评内容': '对得起这个价钱了，还不错 交通也还方便  离地铁比较近', '短评打分': 5}
{'短评内容': '酒店地理位置有其优越性,比较适中,交通便利,地铁公交都比较方便。房间卫生条件也可以,就是卫生间小点。用餐方便实惠,。服务还是不错的。', '短评打分': 3}
{'短评内容': '第一次去！！！！还行！！！！隔音不好！！', '短评打分': 5}
{'短评内容': '位置还好，还挺方便。离五号地铁站不远。服务态度有待提高。', '短评打分': 1}
{'短评内容': '很好,客服服务不错,干净,晚上休息安静,早餐也可以啊', '短评打分': 5}
{'短评内容': '很好,已经住过几次了,比较干净,周围环境也比较安静', '短评打分': 5}
{'短评内容': '还不错，挺整洁的，该有的设施都有，价格上很有优势，以后去会再考虑', '短评打分': 5}
{'短评内容': '住的还行，就是床被感觉不是很干净，浴室在一楼，没挂勾等放衣服地方，不方便', '短评打分': 5}
{'短评内容': '位置很好，坐地铁，公交车都非常方便，离帮宫只有两站路。\n房间很大，如果再重新装修成带卫生间的，那就真是完美了', '短评打分': 5}
{'短评内容': '从这个价格上来说应该比较满意了，不过暖气不咋滴，我们还要辅助空调，外加盖毛毯', '短评打分': 5}
{'短评内容': '卫生间稍微有点小，其他的到没什么了，还可以吧', '短评打分': 5}
{'短评内容': '房间还可以，就是稍微有点冷。位置挺不错的，方便', '短评打分': 5}
{'短评内容': '成功入住，还行感觉', '短评打分': 3}
{'短评内容': '环境相对不错。在这位置这价位不错。', '短评打分': 3}
{'短评内容': '我觉得这家酒店不错。下次还会入住这家酒店，就是淋浴头老掉下来，呵呵', '短评打分': 5}
{'短评内容': '比较实惠~~~就是经济间没卫生间的···', '短评打分': 5}
{'短评内容': '订的房间到了才知道要用公共洗浴和厕所！', '短评打分': 3}
{'短评内容': '自己去旅游住很划算 虽然没卫生间 但还比较干净 适合出游学生', '短评打分': 5}
{'短评内容': '东四福苑酒店服务态度不错，住宿环境干净整洁！！！', '短评打分': 5}
{'短评内容': '定了跟没定一样！你到店时一样有可能没房间。', '短评打分': 1}
{'短评内容': '很一般', '短评打分': 3}
{'短评内容': '住了10天,床单和枕巾(对了,根本没有枕巾)没有更换过\n下了公交,要走几个转弯,很偏僻\n催房费很厉害,先打几次电话,没接.之后去房间敲门找,晚8点后还去敲门,影响休息\n\n不过总体感觉还可以', '短评打分': 5}
{'短评内容': '没电梯，要爬楼梯，酒店比较偏，周围没什么吃的，又个管子，上去没人理睬，而且贵。不好。叫白魁。', '短评打分': 1}
{'短评内容': '服务态度好，非常热情，十块钱的自助早餐种类很多。', '短评打分': 3}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '出门讲究办事效率，该酒店能满足，位置便捷。 出门讲究办事效率，该酒店能满足，位置便捷。推荐。出门讲究办事效率，该酒店能满足，位置便捷。 出门讲究办事效率，该酒店能满足，位置便捷。 出门讲究办事效率，该酒店能满足，位置便捷。 出门讲究办事效率，该酒店能满足，位置便捷。推荐。出门讲究办事效率，该酒店能满足，位置便捷。推荐。出门讲究办事效率，该酒店能满足，位置便捷 ', '短评打分': 1}
{'短评内容': '地理位置不错，服务态度很好，就是被服不是很好，给人的感觉好像N年没有换洗过。适合省钱族。隆福寺小吃很便宜。', '短评打分': 5}
{'短评内容': '＋环境不错，位置很好，服务人员的态度很好，还有，那里的早餐很棒！', '短评打分': 3}
{'短评内容': '基本满意', '短评打分': 3}
{'短评内容': '很干净，服务态度也很好。交通业很方便。性价比还是很高的。', '短评打分': 5}
{'短评内容': '宾馆很近地铁站，在东四站B出口一出来就能看到隆福寺街的牌坊，沿着隆福寺街直走，就在电影院的后面，我们第一次去，很快就找到了。住的是小标间大床房，就在楼梯口第一间房，但是不会觉得很吵，走廊铺了地毯，就是有时候听到楼上有些动静，但是偶尔而已。每天的早晨都在酒店用，免费又能吃饱，还是不错的。就是觉得被子太短了，两个人离开点被子就盖不上了。另外，最满意的是厕所的抽风机，很给力哦，毛巾晾一晚就差不多干了~如', '短评打分': 5}
{'短评内容': '住的是小标间,房间不大,但冬天挺暖和的,也比较干净,晚上休息也很安静,觉得挺不错的,还有免费自助早餐', '短评打分': 5}
{'短评内容': '相对价格来说，算不错了…也没有给多高的期望', '短评打分': 3}
{'短评内容': '该酒店房间设施很差，不适合来北京出差的人员。对农民工来北京玩，节约住宿费用，我感觉费用也比较高。还有就是该酒店在网上说明没有给客户说明清楚，很容易造成用户被欺骗印象，所以我不建议客户到这个店来。要是有钱的话，图个方便，住一下开算很基本的。', '短评打分': 1}
{'短评内容': '一般。。商务酒店这个价钱就是这样。。。没什么好说。。。', '短评打分': 5}
{'短评内容': '服务员态度有的好友的坏。公用卫生间无人打扫，较脏。一楼很吵，每天都睡不好。\n除了价位低，真的不太喜欢这家宾馆。', '短评打分': 1}
{'短评内容': '位置很好，去景点很方便，离王府井也很近，附近也有北京著名的小吃\n房间还行，就是有点旧，床睡的不太舒服。空调声音很大。总之还是值得推荐的！', '短评打分': 5}
{'短评内容': '除了没有电梯之外我觉得都挺不错的，走几步路就能车站搭104到王府井，交通挺方便', '短评打分': 5}
{'短评内容': '  地点很好，去哪儿都方便，就是房间小点。装修完好多了。', '短评打分': 5}
{'短评内容': ' 还行，。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '位置很好，找比较困难。条件算是中下等，性价比一般。', '短评打分': 5}
{'短评内容': '接连两次续房 还是舍不得那里的自助早餐啊 周边环境确实比较集中', '短评打分': 5}
{'短评内容': '这真是是一家很好，很适合老百姓住的地方，120元一天的双人间，很卫生，离故宫走大约20分钟，很安静，很温暖。超赞。', '短评打分': 5}
{'短评内容': 'pretty bad image for foreigner as counter services are lack of local knowledge..even hard to call for taxi as its hotel is located at rural corner..no lift...among my stays in china..this hotel is not', '短评打分': 1}
{'短评内容': '家里人入住感觉 各方面都还不错 早点也还可口  这个城市这样的性价比还是不错了 如果以后去 还住', '短评打分': 5}
{'短评内容': '环境还不错 出行很方便 家里人非常喜欢 所以接着续订了的呵呵', '短评打分': 5}
{'短评内容': '房间很干净,空间虽小但利用率很高', '短评打分': 3}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '性价比不错的酒店.位置,价格也能接受,服务也不错.值得推荐.', '短评打分': 5}
{'短评内容': '离地铁近，方便游玩。酒店貌似招待所改成。', '短评打分': 5}
{'短评内容': '.我们已住进宾馆', '短评打分': 3}
{'短评内容': '还行。。酒店设施一般。。该有的都有。。\n这个价钱还可以。。。就是难找。。。\n前台服务很好。。', '短评打分': 5}
{'短评内容': '总体来讲很差，很不满意。交通还算方便，但是酒店很不好找，设备陈旧，卫生不好。', '短评打分': 1}
{'短评内容': '还行，离我要去的地方比较近，楼下吃东西也比较方便，服务态度还可以，就是房间没有洗手间！', '短评打分': 5}
{'短评内容': '卫生不错，服务周到。早餐还可以，稀饭豆浆、荤素小菜、粗粮细粮都有。环境很安静，离5号线东四站步行5分钟，交通方便。周围有馄饨侯，还有福隆寺小吃店里面有各类北京风味小吃。吃住行都很方便，以后还会选择住这里。', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 5}
{'短评内容': '还行，服务很差，其他还行，为生一般，没电梯', '短评打分': 5}
{'短评内容': '极其不推荐，超级差，极力不推荐。不不不不不不不不不。', '短评打分': 3}
{'短评内容': '环境很好！很满意！', '短评打分': 5}
{'短评内容': '性价比非常高，离市中心也很近，周围有许多餐馆可以享用，还是比较不错的。', '短评打分': 5}
{'短评内容': '附近交通方便，最遗憾是不能用银行卡结账。（服务员说：银行卡结账税收高）', '短评打分': 5}
{'短评内容': '觉得有时候服务员有点不尽人情,还有厕所堵过，很不方便，但是房间还是比较大的', '短评打分': 5}
{'短评内容': '很温馨 蛮干净的 交通也方便 不错,就是难找了些', '短评打分': 5}
{'短评内容': '虽然没有独立卫生间和洗浴，但是在一层的公用浴室其实是很干净，水也很热。房间感觉不小，楼道装饰的很好，很温馨，像家一样，再加上非常高的性价比，真的是很 好。服务员比较热情。 住的很满意。', '短评打分': 5}
{'短评内容': '工作人员很热心，宾馆很安静。附近有早市，可以买到很多东西', '短评打分': 5}
{'短评内容': '已经入住酒店，环境非常好，服务到位。', '短评打分': 5}
{'短评内容': ' 酒店环境不错就是公共卫生间和浴室有些不方便', '短评打分': 5}
{'短评内容': '住这个酒店最好的一点就是早上楼下有早市。特别是有卖酸奶的，便宜又好喝，我们一次性买了很多杯。', '短评打分': 3}
{'短评内容': '离前门几个站，的确交通很方便。只是公交美术馆北站有两趟车去北京站西，很容易让我们混淆为北京西站。', '短评打分': 5}
{'短评内容': '前台服务非常周到,早餐也很好吃,周围交通便利,购物也很方便.', '短评打分': 3}
{'短评内容': '前台服务非常周到,早餐也很好吃,周围交通便利,购物也很方便.', '短评打分': 5}
{'短评内容': '不错的酒店，不错的位置，不错的早市。可惜没有电梯。', '短评打分': 5}
{'短评内容': '标间没有卫生间预订的与实际的不同！', '短评打分': 5}
{'短评内容': '定的大床房,去的时候告知只有一间客房.而且是半地下的,配套倒是齐全,光线和空气流通可想而知.服务态度算是可以.门口5步内就是餐厅,一早就不得安宁,服务员的说话声,电视噪音,和食客的流动,椅子的挪动声.基本没法休息.隔音极差', '短评打分': 1}
{'短评内容': '房价太臭，卫生条件差，服务一般，所谓早餐根本没法吃', '短评打分': 3}
{'短评内容': '+宾馆很干净~服务人员态度也很好,地理位置还好,就是周围环境稍微有点乱.', '短评打分': 5}
{'短评内容': '地理位置极好，实用，加床方便。\r\n老旧而不乏时尚。\r\n追求高标准的不会来。', '短评打分': 5}
{'短评内容': '住得比较舒服，交通方便，只是餐厅厨房炒菜的味道总飘进走廊。', '短评打分': 5}
{'短评内容': '不错，位置离地铁很近，交通方便，价格又不贵', '短评打分': 3}
{'短评内容': '位置离王府井近，最主要的是晚上睡觉比较安静，性价比比较高，值得推荐', '短评打分': 5}
{'短评内容': '总的来说这家旅馆很值得入住，先说优点：1、位置好，离东四地铁站很近，走过去也就几分钟时间，方便到各个地方。附近有很多小吃店，价格不算贵，吃的东西容易解决。2、旅馆感觉很温馨，有家的感觉。是由一栋居民楼改建的，在隆福大厦后面。3、房间比较卫生，面积也还可以，放了两张床，一个桌子，一个沙发，一个柜子。一楼到二楼的拐角处放着避孕套，不知道是不是免费的，我想是的，但是我还没结婚，所以没用。缺点：1、没有电', '短评打分': 5}
{'短评内容': '+地理位置好，隔音不好，卫生有待加强，早餐一般。', '短评打分': 5}
{'短评内容': '已经入住,很干净跟网上介绍的差不多,服务也不错赞一个', '短评打分': 5}
{'短评内容': '已入住宾馆，环境还好。', '短评打分': 5}
{'短评内容': '这个地段，这家绝对是最便宜的。条件吗，主要是公用洗手间很郁闷，其它倒也还干净。主要是真的很经济', '短评打分': 3}
{'短评内容': '差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差', '短评打分': 3}
{'短评内容': '一个字，差，两个字，超差，三个字，极其差。', '短评打分': 1}
{'短评内容': '地理位置不错，环境幽静，设施齐全，房子比较旧。', '短评打分': 5}
{'短评内容': '这个地段这个价位和条件还是得给个好评的，尽管洗手间公用不尽如人意。', '短评打分': 5}
{'短评内容': '比较干净价格可以 ', '短评打分': 5}
{'短评内容': '离地铁站很近，环境不错，房间很大，前台服务很热情，下次还来', '短评打分': 5}
{'短评内容': '环境一般吧。。。住的还行 位置比较好的 ', '短评打分': 1}
{'短评内容': '临近东四隆福寺，到东四地铁口较近，设施一般，适合工薪阶层入住。', '短评打分': 5}
{'短评内容': '位于王府井商圈位置不错，交通方便，可到门口附近的隆福寺小吃店解决吃饭问题（国营的，比去其它地方吃便宜）。设施陈旧，床单不是天天换，适合要求不高的人。我住的是140元的特价房，不足之处是一层楼共用一个卫生间，要到一楼洗澡。', '短评打分': 3}
{'短评内容': '环境还好，就是床上用品没有天天换，最好这个完善下。', '短评打分': 3}
{'短评内容': '以这种价格可以住在这个地段的房间，实在是物超所值。我们住的是320的套房，三个大人两个小孩完全没有问题，还有免费早餐可以吃。\r\n', '短评打分': 5}
{'短评内容': '环境还行,但是床上用品不是天天换的,这点需要改进', '短评打分': 5}
{'短评内容': '服务不错，但是普通二人间是公共洗刷间，适合工薪一族。', '短评打分': 5}
{'短评内容': '环境一般，但位置还可以,离故宫北海，王府井都很近\r\n', '短评打分': 1}
{'短评内容': '服务挺不错的，价格也挺实惠的，地段也挺方便的，离王府井街，天安门，地铁四号站都挺近的。一句话：再去北京我还住那里。', '短评打分': 3}
{'短评内容': '不错,地理位置好,出行方便', '短评打分': 5}
{'短评内容': '从来没住过这么差劲的宾馆。说是宾馆，其实就是一家招待所，连一个像样的大堂都没有。这次定的是中式高级套房，说是两室一厅的，结果进去一看，就只有一室一厅，前台本来说好的是一个大床房，两张小床，结果一看，两张小床就直接换成了沙发床，整个房间脏乱差，厕所也臭，孩子在睡觉的时候被蚊子咬得睡不着，简直是不堪回首的经历啊，本来定的是5个晚上，结果只住了一个晚上就忍不住换酒店了，强烈的不推荐啊', '短评打分': 1}
{'短评内容': ' +东四福苑宾馆比较安静交通方便性价比不错', '短评打分': 5}
{'短评内容': '交通方便，标间很实惠，挺干净，人均80左右，适合学生出行', '短评打分': 5}
{'短评内容': '总体来说很一般  设备很陈旧  性价比不高  隔音也不是很好   位置还好  服务也还行  ', '短评打分': 3}
{'短评内容': '总体来说一般,隔音不是很好,性价比不算高,比较陈旧,唯一满意的就是服务吧', '短评打分': 1}
{'短评内容': '住4楼没电梯，一进门就告知了，2楼有房，150元，极力推销，就这次出差没带牙膏牙刷，房间什么也没有，一楼自己买，一层楼一个厕所，住4楼，在一楼有一个公共淋浴间。睡到半夜，蚊子咬起来了，跑到一楼服务台要了一盘蚊香。这是秋天啊，也不能敞着窗子睡觉，关掉窗子，那蚊香那个呛，我的天啊，我的第一次网上订房。', '短评打分': 1}
{'短评内容': '位置不错，离王府井不远，服务很好。值得入住！', '短评打分': 5}
{'短评内容': '+', '短评打分': 5}
{'短评内容': '酒店的设施感觉太旧了，不舒服，不过早餐不错，很好吃。', '短评打分': 1}
{'短评内容': '开始没注意所定的价位的房间是公用卫生间。其他还行。', '短评打分': 3}
{'短评内容': '开始没注意所定的价位的房间是公用卫生间。其他还行。', '短评打分': 3}
{'短评内容': '开始没注意所定的价位的房间是公用卫生间。其他还行。', '短评打分': 5}
{'短评内容': '位置和价格都不错,服务人员态度也不错。就是设备有点陈旧，特别是床上用品。', '短评打分': 5}
{'短评内容': '值 得入住！\r\n唯一遗憾是没有独立的卫生间和浴室\r\n不过，这个价位还是可以。主要是位置很好。离天安门，等近', '短评打分': 5}
{'短评内容': '+福苑宾馆是一家挺有历史的经济型旅馆了，服务模式流程都还行，位置也算方便，要是能把毛巾床单再更新下就更好了，挣的钱总要拿出些再投入嘛', '短评打分': 5}
{'短评内容': '最大优点可能是地段，至于网上订单，请一定注意看清楚房型，这次定的以为是小一点的标间，结果到了说是没有卫生间和沐浴，要住5楼到1楼公共淋浴洗澡，厕所也要在楼道公共厕所。无奈换了190元的标间，设施一般有故障需要凑合，隔音差。如果综合价位，地段是最大优势。但建议店家应事先醒目提醒房型，否则低价排名索引靠前，结果又要补差价，多多少少给人心理造成不愉快，有诱导营销嫌疑。不过该店附近隆福寺小吃还是很有特色。', '短评打分': 1}
{'短评内容': '房间的味道有些重，但是地段很好，地铁公交都方便，住住还是可以的', '短评打分': 5}
{'短评内容': '我们是七月底入住的两人标间，在一楼，中午窗户外面有点吵。服务员态度不错，宾馆位置不错。早餐是自助，还可以。', '短评打分': 5}
{'短评内容': '环境很一般，我定的是标准2人间，没有卫生间。洗澡，上厕所都要去公共的地方，很不方便，家具很简陋，被褥不干净', '短评打分': 3}
{'短评内容': ' 预定的是标准间，没有卫生间，上厕所，洗澡都得去公共的卫生间和浴室，房间很简陋，还算干净，不能上网', '短评打分': 5}
{'短评内容': '我们一家入住北京东四福苑宾馆后感觉交通方便，服务态度好，早餐很满意。房间设施较旧，但很卫生。', '短评打分': 3}
{'短评内容': '中午到店房间没打扫出来，就把东西放在酒店大堂去吃饭。回来得了房间钥匙进去一看觉得很小，心里想着“大标间”原来就这么大啊?\r\n等到用笔记本时发现没网线接口去问，才知道给成小标间了，前台马上给换了。\r\n正规评价下：位置不错，吃东西很方便。宾馆的设施和卫生么虽然有点欠缺但我觉得也对得起这个价钱啦。还算是性价比不错的宾馆。', '短评打分': 5}
{'短评内容': '位置很好，服务不错，卫生条件较好，价格适中，值得去住。', '短评打分': 5}
{'短评内容': '交通很好,工作人员的服务不错,性价比高,推荐', '短评打分': 3}
{'短评内容': '位置不错，交通方便，附近有早市，吃住都挺方便的，还会推荐的', '短评打分': 3}
{'短评内容': '位置不错，交通方便，附近有早市，吃住都挺方便的，还会推荐的', '短评打分': 5}
{'短评内容': '房间不大 条件一般 交通便利 这样的价位 性价比较高了 适合自助游', '短评打分': 5}
{'短评内容': '价位不高，位置好，卫生好，服务好，值得大家去', '短评打分': 5}
{'短评内容': '这个酒店非常经济~就是地方不太好找~我们一行8个人找了挺半天的~不过交通很方便~去哪都有公交车~往前走点就是王府井~太嗨皮了这几天~而且不多收押金，每间房就多收20元的押金~太合算了~房间很温馨~大家都很满意~', '短评打分': 3}
{'短评内容': '这个酒店非常经济~就是地方不太好找~我们一行8个人找了挺半天的~不过交通很方便~去哪都有公交车~往前走点就是王府井~太嗨皮了这几天~而且不多收押金，每间房就多收20元的押金~太合算了~房间很温馨~大家都很满意~', '短评打分': 3}
{'短评内容': '这个酒店非常经济~就是地方不太好找~我们一行8个人找了挺半天的~不过交通很方便~去哪都有公交车~往前走点就是王府井~太嗨皮了这几天~而且不多收押金，每间房就多收20元的押金~太合算了~房间很温馨~大家都很满意~', '短评打分': 5}
{'短评内容': '1.地理位置还不错，但是由于东四A口在修，目前还不是很方便，要从B口出然后过天桥。不好的地方是夜里去很难找，并且宾馆的大门口没有灯\r\n2.早餐的部分一般，品种不是很多，但是能吃饱。这个价格还是很实惠的\r\n3.服务还可以，就是我通知他们换床单他们才换，不通知的话就一直不换', '短评打分': 5}
{'短评内容': '服务人员态度好，屋里有味，地点差', '短评打分': 5}
{'短评内容': '己入住还好', '短评打分': 5}
{'短评内容': '都不错，包括位置呀、服务呀房间大小呀等。但是早餐简单点！没电梯是遗憾！', '短评打分': 5}
{'短评内容': '位置不错，离5号地铁很近，下回去还住这。', '短评打分': 3}
{'短评内容': '总体不错！交通方便，房间很宁静，服务员很有效率，只是厕所有点异味。\r\n性价比很好。下次去北京还会再来住！', '短评打分': 5}
{'短评内容': '各项都还行,服务态度不错,就是比较难找,周遍配套也不错', '短评打分': 5}
{'短评内容': '总体感觉不错，服务周到。', '短评打分': 5}
{'短评内容': '房间非常舒适…性价比很高…下次来还住这…就是服务员态度不太专业…不过都还不错…', '短评打分': 5}
{'短评内容': ' 我已住了五天，总体评价良好！', '短评打分': 5}
{'短评内容': '总体感觉不错，性价比还可以。只是家具感觉有点陈旧，床单和被子都比较旧，如果能换新的话就好了。', '短评打分': 5}
{'短评内容': '不错，会向您的朋友推荐这家酒店，交通方便', '短评打分': 5}
{'短评内容': '在北京呆了7天，住在这儿，地理位置不错，价位也适合工薪阶层，以后来还会住这。', '短评打分': 5}
{'短评内容': '与相同价位宾馆相比，条件很差！不值得在网上预订~~', '短评打分': 1}
{'短评内容': '地理位置很好，出行方便，卫生设置也很好，早饭也比较实惠，性价比很高', '短评打分': 5}
{'短评内容': '酒店的地理位置不错,在王府井旁边,但是服务态度一般,入住的话不要生气.设施一般,但就其价格而言,性价比还是不错的.有停车的地方,晚上也比较安静.早餐的质量还不错', '短评打分': 3}
{'短评内容': '酒店的地理位置不错,在王府井旁边,但是服务态度一般,入住的话不要生气.设施一般,但就其价格而言,性价比还是不错的.有停车的地方,晚上也比较安静.早餐的质量还不错', '短评打分': 3}
{'短评内容': '宾馆离地铁5号线很近，但是去西单等商业区都要转地铁，有些麻烦。订的大标间又加了一张床，房间里就已经转不开身了。', '短评打分': 5}
{'短评内容': 'g\r\n干净舒适，地理位置方便，行价比高，值得推荐。', '短评打分': 5}
{'短评内容': '感到该宾馆管理正规，感觉干净卫生，有政府宾馆的感觉，', '短评打分': 5}
{'短评内容': '好好好好好好好好好好好好好好好好好好好好', '短评打分': 3}
{'短评内容': '位置挺好，性价比也不错，就是有个服务员态度太差劲，我住6天，把不怎么用的东西放在寄存处，第三天我去拿衣服换，挺凶的，叫我别拿来拿去的。\r\n如果只住一天你就不准寄存了吗？', '短评打分': 5}
{'短评内容': '性价比还可以，可就是当我13:00退房时硬是要我交了半天房费。', '短评打分': 3}
{'短评内容': '+内容', '短评打分': 5}
{'短评内容': '环境很好。', '短评打分': 5}
{'短评内容': '今天入住了，和想像的差不多！交通方便！', '短评打分': 5}
{'短评内容': '酒店一般,房间太小.', '短评打分': 5}
{'短评内容': '好。。值得住。。以后还会再来。。。\r\n服务员很亲切。。', '短评打分': 5}
