{'短评内容': '空调是坏的第二天起来都感冒了，被子是夏天的', '短评打分': 1}
{'短评内容': '当时看评价挺好的，住进去着实吓一跳。\r\n地方倒是挺大，躺着感觉不像在卧室。\r\n卫生不是很好，设施也挺简陋的，就三张小桌子，一张大桌子放电脑，一张凳子。空荡荡的。卫生间还有股霉味。\r\n床短的躺着脚在外面的，幸好睡觉是蜷缩的。\r\n\r\n充值续费的方式挺方便的。\r\n一楼的上网、超市、休息室还有洗衣的地方都是很新颖的地方。\r\n就是最主要的住宿还要提高。', '短评打分': 1}
{'短评内容': '后悔贪便宜住这了，设备相当简漏，上网用的电脑还要找密码，用自带的笔记本还得收费，最郁闷的是慢如蜗牛，真不明白这酒店搞那个系统干嘛，象七天等一般酒店自动获取IP多好。空调是坏的，叫服务员过来看，答应了几次，根本没人理，还会有好感受吗？里面装修很差劲，象出租屋一样，墙身脏脏的，红色的消防管都裸露在床头上难看死了。下次约对不再住了！而且奉劝准备入住的，三思！', '短评打分': 1}
{'短评内容': '16楼有几个房间的卫生间漏水。。大家最好选其他层。。。', '短评打分': 3}
{'短评内容': '性价比可以，前台态度好点就好了。。。', '短评打分': 5}
{'短评内容': '我住的139的，家徒四壁啊！', '短评打分': 5}
{'短评内容': '性价比还不错的', '短评打分': 5}
{'短评内容': '位置不错，就是床短了点，总体来说性价比还可以！', '短评打分': 5}
{'短评内容': '我个人对此非常满意~\r\n无论是从地理位置 卫生条件 硬件设施都非常满意\r\n特别要说下水流，非常大，很是喜欢 洗澡很舒服\r\n对面就是公交站 去延安路和西湖大道都非常方便\r\n因为是自助游，所以方便不少\r\n有机会还会选这家！！', '短评打分': 5}
{'短评内容': '从杭州火车站（城站）售票处楼下公共汽车站乘坐39路公共汽车，经过四个停靠站，在汽车南站过马路，就到了。很便利。从大堂总台劲客房区，需要刷房卡，才能进入玻璃门，很有力保护客人安全。值得推荐。', '短评打分': 5}
{'短评内容': '不错 没想到价格这么低 服务也那么好', '短评打分': 5}
{'短评内容': '位置太偏了，服务也很差，房间是用彩钢板改造的，楼层很低，房间很小', '短评打分': 1}
{'短评内容': '简单干净', '短评打分': 5}
{'短评内容': '很好，大大的窗户，可以上网，房间很大，交通方便', '短评打分': 5}
{'短评内容': '地理位置挺好的 公车很方便 就是房间隔音效果不是太好', '短评打分': 5}
{'短评内容': '位置非常好，坐公交很方便，一楼的小餐厅非常喜欢，晚上楼下小吃挺多的，总之非常适合年轻人住，色彩很好。', '短评打分': 5}
{'短评内容': '如果不差那30、50块钱的话，还是选布丁、7天算了。这里省的几乎什么都没有，1米6身高睡在床上，脚都是悬的。空调也不能用，说是要保养。住得让人很担心。', '短评打分': 1}
{'短评内容': '价格不贵，而且实在挺方便的', '短评打分': 5}
{'短评内容': '房间很简单，住起来还算舒服，房间很大，99元的房间没有电视，电脑还要加20元钱，位置在汽车南站对面，还是很好找的，总体来说还可以', '短评打分': 5}
{'短评内容': '入住时空调坏了前台没有告知 不好 ', '短评打分': 5}
{'短评内容': '性价比可以', '短评打分': 5}
{'短评内容': '一进房间觉得很简单也非常干净。卫生间也很简洁干净，虽然住在11楼，但是热水水力还是很大的\r\n因为是5、1去的，这个性价比。。。怎么说呢，不要赶黄金周来吧。但是这个价格和杭州的其他旅馆比已经很不错啦', '短评打分': 5}
{'短评内容': '杭州旅游必选之地', '短评打分': 5}
{'短评内容': '环境不错，但是地理位置不是很好。到哪里车比较少，打车较难', '短评打分': 5}
{'短评内容': '这家酒店如果是到杭州旅游的话，我觉得它到西湖等景点不太方便，另外就是酒店前台办理入住手续等速度太慢', '短评打分': 5}
{'短评内容': '有电视机没有电脑,有电脑就没有电视,以及没有拖鞋,肥皂等日常物品,很麻烦.而且首次入住手续很复杂,办理手续时间是我见过最慢的.不过位置还不错,打的到达火车站15分钟就到了,性价比也不错,很安全,生意很火.还是推荐一下吧.', '短评打分': 5}
{'短评内容': '卫生间较小，其他不错', '短评打分': 5}
{'短评内容': '一般般', '短评打分': 1}
{'短评内容': '房间非常大，好温馨，，，', '短评打分': 5}
{'短评内容': '因为我们从城站火车站过来酒店，所以感觉有一点远，如果是汽车站的话过条马路就到了。很远的地方就能看到酒店的招牌和特色的造型。进入房间第一感觉就两个字大和空。房间还蛮大的但就放了一张床、书桌和电脑桌。不过打扫的还挺干净，包括卫生间都没有看到明显的污垢，这点要表扬一下。', '短评打分': 5}
{'短评内容': '性价比很高，布局也较为合理，就是浴室较小，其他都不错', '短评打分': 5}
{'短评内容': '换到电脑大床房舒服多了，又住了三天。信价比可以的。', '短评打分': 3}
{'短评内容': '电脑大床房很宽敞，有落地窗，这个价钱很值得。', '短评打分': 3}
{'短评内容': '这个房型的房间太小了。很潮湿。。。', '短评打分': 5}
{'短评内容': '地理位置蛮方便的，就是房间小了点，床短了点，其他的还可以。以这个价格已经很实惠了', '短评打分': 5}
{'短评内容': '很便宜，只要不脏，其他就不必要挑了。但房间大，我喜欢！入住的朋友要自备各种生活用品哦~', '短评打分': 5}
{'短评内容': '环境和服务还好，就是办公效率有点低，位置比较偏僻，对于旅游的人来说~~~', '短评打分': 1}
{'短评内容': '房间小的可以，而且还没有拖鞋和牙膏牙刷等，并且只有浴巾没有毛巾，总之性价比不高', '短评打分': 1}
{'短评内容': '不算市中心不过交通还算方便 去西湖延安路吴山广场都挺方便 \r\n房间比较整洁 不过大床房显得比较空旷 床稍微短了点  \r\n洗手间有两个一次性杯子 过道有饮水机 无洗漱用品 只有洗发沐浴洗手合一的洗手液 \r\n隔音效果不是很好 中央空调温度不好控制\r\n价格实惠\r\n大厅有超市 拖鞋牙刷牙膏都能买 价格比较实惠 柜台还有吹风机之类的免费使用', '短评打分': 5}
{'短评内容': '位置很好，到西湖、河坊街、延安路都很方便，就是设施很简单。。我定的是电视大床房，除了电视什么都没有了，那几天天气又挺冷的，显得房间很空，有些冷冰冰的。。不过性价比不错，推荐电视大床房，免费的电影和体育节目超多的。。', '短评打分': 5}
{'短评内容': '99元房非常小，但是总体性价比较高。隔音太差了，隔壁￥#%……的声音太明显了，跟妈妈住觉得很尴尬。', '短评打分': 5}
{'短评内容': '杭州周末靠近西湖的酒店不太好订，所以就找到了这一家。\n入住的时候，前台是人山人海，生意真是好。\n进了自己定的电视大床房，震撼了一下，房间真是叫小，放了一张大床，加上床前的电视台面（大概也就30公分宽），就已经没有走道可以走路了。再说一下床，号称大床，但是也太短了吧，晚上我是睡在对角线上，才免的把脚伸在床外。\n酒店位置在汽车南站，周围吃的，超市很少。离西湖还是有一定距离的。\n总之，偶尔住一晚还凑活，', '短评打分': 1}
{'短评内容': '卫生很干净 条件不错', '短评打分': 5}
{'短评内容': '环境还行，位置还不错，交通也较方便。性价比还是比较高的', '短评打分': 3}
{'短评内容': '性价比很不错&#183;&#183;&#183;环境舒适，干净，安全，房间空间大，服务业很好，里面装饰很温馨。。。', '短评打分': 3}
{'短评内容': '非常好', '短评打分': 5}
{'短评内容': '总体不错，就是设施少了点，连拖鞋都没。。。', '短评打分': 5}
{'短评内容': '这是我第一次入住99元我的客栈，有点惊喜。我订的大床房很宽阔，房子干净舒适。客栈地点很好，就在秋涛路汽车南站对面。出门左转，30米内有6间小吃店。以后我来杭州，还会住这里。', '短评打分': 5}
{'短评内容': '环境还行，位置还不错，交通也较方便。性价比还是比较高的', '短评打分': 5}
{'短评内容': '真的很喜欢我的客栈，下次出去还会住的呵呵', '短评打分': 5}
{'短评内容': '就冲这个性价比推荐大家了，如果是想要追求旅途中浪漫舒适的朋友，那就不推荐了，如果是背包族或者是纯粹为了享受旅游之乐的朋友，推荐这家性价比很高的客栈。', '短评打分': 5}
{'短评内容': '各方面都不错，就是房间没有电视。', '短评打分': 1}
{'短评内容': '在杭州这样的价格能住上这样的房间 性价比真的很高了 很宽敞的房间 宽大的落地窗 很舒适~~感觉非常的满意', '短评打分': 5}
{'短评内容': '一家性价比非常好的酒店，我们住的电脑大床房，房间很大，网速还可以。离鼓楼、河坊街、西湖、火车站都非常近。唯一的缺点就是用餐的地方比较少。房间里面没有吹风机。', '短评打分': 5}
{'短评内容': '除了床短其他都还行，地理位置不错。', '短评打分': 3}
{'短评内容': '环境比较干净卫生，可服务态度不太好。。。', '短评打分': 5}
{'短评内容': '酒店的位置还算不错，总的来说也算干净，不过最大的问题就是床太小了，我整个小腿都是悬空的，也不知道是为了节约，还是让客人得到充分锻炼呢。其他服务还不错，就是酒店没有任何洗漱用品等，幸亏我有充分准备，提倡环保是值得推崇的，让大家都自觉营造一个舒适整洁的环境。', '短评打分': 5}
{'短评内容': '还可以 比较简陋 但是面积挺大的', '短评打分': 5}
{'短评内容': '酒店很便捷，下次还会去的', '短评打分': 5}
{'短评内容': '整楼从外观上看还不错 颜色满显眼 位置也可以 很好找 对面就是客运南站 坐汽车的朋友很方便 从火车站来也不远 坐39、k39公交 或者打车起步价。还一点好处 离钱塘江满近的 早上去看日出很方便。想去看3座大桥的也可以骑自行车 悠闲一下~\r\n比较郁闷的是前台的服务 有个女工作人员 好像是做了比较久吧 态度不是很好 语气很怠慢 完全没有微笑服务。。。办事也很不耐烦 不知道是我得罪她了还是她一直这样？？', '短评打分': 5}
{'短评内容': '床提却很短。。。房间倒也干净，几点不能忍受，房间竟然没脱鞋。。。没烧水设备，而这种小成本的设施往往能让客户的满意度大大提升。真不知道这些管理人怎么想的。这是我住过的比较郁闷的一家店。', '短评打分': 1}
{'短评内容': '毛坯房刷白 加张床 没拖鞋 没牙刷 。。。。楼下超市有卖一次性拖鞋2.8\r\n\r\n这样的价格对于一般人来说也只能接受这样的服务，想便宜可以找这家 环境还是一般过的去 卫生也是可以的 ', '短评打分': 5}
{'短评内容': '房间里面空空如也，完全就是厂房加张床，地方够大，可是没有东西啊，让人哭笑不得，呵呵', '短评打分': 1}
{'短评内容': '床有点短，网太卡，其他的条件和价格很相符了。', '短评打分': 5}
{'短评内容': '在杭州来说性价蛮高的了，就是床有点小。', '短评打分': 3}
{'短评内容': '没有洗漱用品，有饮水机，不过要走出去打水的。还行，对得起这个价', '短评打分': 5}
{'短评内容': '缺少电视不爽，网线收费不爽，其他都还好', '短评打分': 5}
{'短评内容': '厕纸一如既往的少。大床房床太短了，我是斜着睡的。房间没有烟灰缸，问总台要，回复说是无烟旅店不提供烟灰缸。可是之后换了个房间却有。小东西，但是不方便。吹风机押金200.还要去总台取，上上下下麻烦的很。下次自己带------拖鞋，牙刷，牙膏，毛巾，厕纸，吹风机，水杯。', '短评打分': 5}
{'短评内容': '床稍微短了点，个子高的脚会露在外面。隔音效果不是很好。电视房频道很多，水大也热。交通很便利，周围也有大超市还有电影院，不错。', '短评打分': 5}
{'短评内容': '位置一般，周围比较冷清，但是性价比很不错，推荐！', '短评打分': 3}
{'短评内容': '除了位置比较偏，其他方面的性价比都挺不错的', '短评打分': 5}
{'短评内容': '前台的处理效率可以再提高一些会更好.', '短评打分': 5}
{'短评内容': '亦如名称一样99元的价格，就是空调冷啊冷', '短评打分': 3}
{'短评内容': '簡單實惠 可惜晚上網路總是大塞車 只能看PPS 其餘都做不了', '短评打分': 5}
{'短评内容': '没有电视 上网要收费 设施简陋 喝水还有出了房门在楼道取水喝...', '短评打分': 5}
{'短评内容': '厕纸只够一次。没有牙刷牙膏拖鞋，虽然前台超市有售，但是上上下下很不方便。我住的电脑大床房没有电视且电脑无法正常启动，键盘完全不适应（dell的硅胶键盘）环境还可以，房间够宽敞。量贩自助式超市挺好的，价格也不贵（相对外面零售价涨了30%）', '短评打分': 5}
{'短评内容': '房间的空调很是有问题，反正我是加了被子。', '短评打分': 5}
{'短评内容': '订的是一个电脑大床房,第一天居然上不了网,真是让人郁闷,房间里卫生纸也只放了一丁点,不过整体还是不错的', '短评打分': 5}
{'短评内容': '去杭州住的这个非常好，适合大学生回家或旅游暂住，设施相对一般，但是对于旅游来说，是出去玩的，不在乎这那的，客栈服务那是没的说，刷卡才能进大门，提供洗衣服的地方。我去的时候99元可以住他那里119的大间房。房子很大，颜色搭配很喜欢。床铺很干净，下次如果有机会去杭州还选这家。', '短评打分': 5}
{'短评内容': '南站对面，主要是图方便，权当落脚地', '短评打分': 5}
{'短评内容': '这样的客栈挺不错的，经济实惠，方便快捷！房间很干净，基本的设施都有，自带洗漱用品，环保又经济！\r\n\r\n', '短评打分': 5}
{'短评内容': 'just so so ', '短评打分': 5}
{'短评内容': '房间虽然不大 可是 感觉很舒服啊  我觉得还可以了  地方小点就小点  我和我家宝宝住的挺舒服的  ', '短评打分': 5}
{'短评内容': '位置不错。需要注意的是没有牙具、拖鞋等。', '短评打分': 3}
{'短评内容': '交通还方便，火车站有直达公交，对面是长途汽车站，去吴山广场也方便。', '短评打分': 5}
{'短评内容': '非常干净，房间大，交通方便，性价比高', '短评打分': 5}
{'短评内容': '在杭州能有这样的客栈真的很好，经济实惠，方便快捷！房间很干净，基本的设施都有，自带洗漱用品，环保又经济！支持、推荐！', '短评打分': 5}
{'短评内容': '性价比很好的一家酒店', '短评打分': 5}
{'短评内容': '我订的是电视大床房119元，房间超小，基本没有地方可以走动，最糟糕是洗手间，很小的空间，洗澡后根本无法再使用洗手间，地面全是水，而且装修已经有点破损，唯一可取的是睡觉的大床，还算比较大和干净。在汽车南站正对面，但汽车南站到晚上比较静，春节期间想找个摊档吃饭很难。交通十分不方便，白天车站是有1辆公交车去的市中心，但我等了半小时都无车来，去西湖或市中心武林广场只能选择打的或坐车到火车城站再转公交车。', '短评打分': 1}
{'短评内容': '房间很大哦，很空旷。我住12楼感觉很舒服，靠外面都是落地窗。。不过网络好象是有点不大好，老是很难连接一样的。。', '短评打分': 5}
{'短评内容': '还是那句床太小了。。。。。我可怜的脚趾。。。。但是性价比不错', '短评打分': 5}
{'短评内容': '很简单的环境 有点冷清', '短评打分': 5}
{'短评内容': '房间是刷成绿色的，整个格调也是绿色的，很喜欢。房内的桌椅几乎是固定的，很可爱。酒店内不提供一次性用品，需要到前台旁的小超市购买，价格还可以。大床房很舒适，可以挤三个人。房间内没有饮水机，在楼道旁有饮水机，可以取水喝。房内的电脑网速很慢，建议不要使用，可以到前台旁的电脑房上网，5元/小时，速度快一些。卫生还不错。最主要是位置好，就在汽车南站对面，很好找。', '短评打分': 5}
{'短评内容': '只有床跟电脑，连个喝水的家伙都没有。房间到是挺大的，东西全要自带啊', '短评打分': 1}
{'短评内容': '已杭州地區來說 價格很優惠 衛生也OK 設備雖然比較簡單 但提早準備好就行  還會再回來', '短评打分': 5}
{'短评内容': '房间挺大的，屋里的空调和热水都挺好。就是饮用水还要在外面接挺麻烦的。还有就是押金一定要现金不能预授权挺不理解.', '短评打分': 3}
{'短评内容': '房间超迷你，里面像仓库，住过的最烂的了，谁住谁知道，谁住谁后悔！', '短评打分': 1}
{'短评内容': '无', '短评打分': 5}
{'短评内容': '酒店的位置还不错,靠近南站挺近的,赶火车还是蛮方便的,酒店内部环境一般了,设施方面比较简洁,房间面积很小.价格方面还是蛮实惠的.', '短评打分': 3}
{'短评内容': '我感觉酒店性价比还可以，服务不错，就是感觉大厅有点乱，而且这家酒店不能做卡的预授权，只能押现金，有点不方便', '短评打分': 3}
{'短评内容': '不错的很温馨 主要是价格也合适', '短评打分': 3}
{'短评内容': '总体还不错，价格比较合理，就是房间比较空，缺少一次性用品，例如拖鞋，牙刷', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '酒店房间面积比较小,而且床也很短,舒适度不是很好,服务态度和条件也比较一般.', '短评打分': 3}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '房间挺大的，但是东西超级简单啊！', '短评打分': 1}
{'短评内容': '性价比很高，99元的房子除了没有电视，其他的都还好，还配电脑，不过上网要20元，可以上24小时哦~', '短评打分': 5}
{'短评内容': '位置很好找，这边交通出行还是很方便的，房间的卫生还行，设施很简单，没体会到有什么服务，整体感觉这家酒店很一般', '短评打分': 3}
{'短评内容': '住了一天还是不错的。热水很热。', '短评打分': 5}
{'短评内容': '位置不错，出行还是很方便的，房间的卫生还不错，就是设施很简单，也没有体会到有什么服务，整体感觉这家酒店的性价比还是比较高的', '短评打分': 3}
{'短评内容': '非常不错', '短评打分': 5}
{'短评内容': '这家酒店实在是太差了,99元的房间连电视都没有,一次性用品也都没有,设施非常简陋,想喝口开水都没有.', '短评打分': 3}
{'短评内容': '酒店设施很简陋,虽然价格便宜但是也是差一些,只住了几个小时就退房了.', '短评打分': 3}
{'短评内容': '很实惠 空间比预期大的多 也很干净 还会再回来 ', '短评打分': 5}
{'短评内容': '一般般，床太短', '短评打分': 1}
{'短评内容': '价格与房间相符，适合睡一晚觉。活动空间较小，一间屋子半间炕', '短评打分': 5}
{'短评内容': '和同学一起住的 位置有点偏  设施蛮简单的 一般吧  空间还好', '短评打分': 1}
{'短评内容': '虽然设施比较简单，但是它位于汽车南站附近，地理位置较好，而且价格低廉，总的来说性价比还是不错的。', '短评打分': 5}
{'短评内容': '酒店的条件我觉得还不错，在这个价位来说可以说是很好，服务也很到位，交通方便。', '短评打分': 3}
{'短评内容': '酒店就是地理位置比较难找,交通也不是很方便,房间的条件还可以,价钱也挺便宜的.', '短评打分': 3}
{'短评内容': '上网需要另外收20一天我很费解，不过房间很大，卫生也不错', '短评打分': 5}
{'短评内容': '不错，我很喜欢！', '短评打分': 5}
{'短评内容': '我感觉挺干净的，位置也不错，就是房间蛮大，设施却太简单了，总的来看性价比还不错，值得推荐 ', '短评打分': 3}
{'短评内容': '酒店虽然属于简洁型，但是房间里的设施太过简单了，感觉也不是很新，而且服务一般，位置也不像他网上说的去哪里都很方便，反正感觉不好。', '短评打分': 3}
{'短评内容': '性价比非常高，最令我感到舒心的是房间里没有一般宾馆的电视，而是有电脑，虽然需要收费，但对于我这种出差不喜欢带着笔记本的人来说，真的是太舒心了。', '短评打分': 5}
{'短评内容': '价廉物美', '短评打分': 5}
{'短评内容': '我无语了&#183;第一次碰见这样的酒店&#183;&#183;连看个电视也要钱~！太夸张l了~！\r\n房间的格局纯粹是写字楼隔板出来的！哎&#183;&#183;就一张床&#183;还搞得那么大间~！\r\n太囧了~！~！空荡荡的感觉~！摆放的电脑要20快&#183;看个电视也要20快~！什么跟什么&#183;&#183;只怪自己预定时没看清楚&#183;有人碰见宾馆没电视的吗&#183;一个球形的电', '短评打分': 1}
{'短评内容': '酒店的环境不错.服务还算周到.总体感觉还行,不过就是床不够长.其它没什么.位置很好很方便出行.', '短评打分': 3}
{'短评内容': '卫生间里面比较差,很简陋,其它还可以,毕竟价格很便宜一不能要求很高,能住就可以了.', '短评打分': 3}
{'短评内容': '卫生还可以很干净,设施也蛮完善的,地理位置有些偏,服务热情周到,性价比不错的酒店', '短评打分': 3}
{'短评内容': '房间很大很舒服，环境很好，服务态度也好，经济实惠', '短评打分': 5}
{'短评内容': '卫生条件很好,地理位置交通方便,设施完善,服务热情周到,性价比不错的酒店,下次还会入住', '短评打分': 3}
{'短评内容': '酒店的卫生环境还可以,不过房间里东西比较少,感觉比较空荡,酒店离景区还是比较近的,价格也蛮便宜的.', '短评打分': 3}
{'短评内容': '酒店的卫生和设施条件还可以,不过酒店所在的位置很偏不方便出行.其它各方面也总体感觉一般.', '短评打分': 3}
{'短评内容': '酒店的环境硬件设施都还不错，卫生服务也很好，价格合理适中位置出行交通也很方便，整体来讲算是比较不错的酒店值得推荐入住。', '短评打分': 3}
{'短评内容': '酒店的卫生很好很干净,位置很好靠近汽车站去哪都很方便,周边买东西不太方便.', '短评打分': 3}
{'短评内容': '房间的设施太简单了，就一张床和一台电脑，一次性用品也不具备，卫生有些差，位置还可以，出行还是很方便的', '短评打分': 3}
{'短评内容': '我觉得属于性价比较高的精简型酒店！\r\n交通方面：挺方便的！\r\n房间设施：个人觉得房间偏小，但也对得起这个价钱，卫生不错，一次性的牙具\r\n                 这些省掉我觉得可以，要是能配有一次性拖鞋会好些！\r\n服务：还好吧！\r\n总体来说：对于对价钱敏感的游客如学生和低收入的人群等，我觉得还是挺好\r\n                  的，推荐入住！\r\n', '短评打分': 3}
{'短评内容': '酒店没有一次性设施是可以理解的，带一些简单的用品也比较方便，不过希望酒店可以提供一次性拖鞋会好一点，其他方面都还不错，服务还算不错，位置挺好的，在秋涛路上，挺方便的，整体的性价比很高。', '短评打分': 3}
{'短评内容': '酒店内很干净，整体绿色的挺舒服的，位置也不错，价格优惠，经济实惠，很不错。', '短评打分': 3}
{'短评内容': '床确实有点短，160以上的人睡脚会露在外面', '短评打分': 5}
{'短评内容': '总体上还是不错的！!不过位置好像远了点离西湖！', '短评打分': 5}
{'短评内容': '值得推荐，不错的\r\n', '短评打分': 5}
{'短评内容': '确如其他人评价，整体不错，只是能否在床上用品的质地上改用棉的。另外空调的自动我想是为了节约考虑，好事情，可是似乎自动的不能关，害的一夜吹。（或许可以关但找不到说明书）', '短评打分': 5}
{'短评内容': '设施有点简单 房间比较小 性价比倒是蛮高的。', '短评打分': 3}
{'短评内容': '服务态度还不错,卫生和设施还是挺好的,价格也还行,还是比较不错的酒店.', '短评打分': 3}
{'短评内容': '就是交通不是很方便', '短评打分': 5}
{'短评内容': '环境还可以， 就是有点小啊。。。', '短评打分': 1}
{'短评内容': '房间很大，也很干净。不过床有点短。', '短评打分': 5}
{'短评内容': '性价比比较高，入住也方便，人性化服务较好，是种挺新鲜的酒店方式，推荐入住。', '短评打分': 5}
{'短评内容': '房间面积有点小，卫生和设施倒是还可以，酒店不提供一次性用品，服务还是不错的，位置还不错，出行还是比较方便的 性价比较高 值得推荐', '短评打分': 3}
{'短评内容': '按性价比来说，这个酒店还真是很不错，一百多块钱一天，还有电脑可以上网，对面就是汽车南站，交通也很方便，我每天去续住的时候服务人员都会问我需要不需要打扫，而且服务生的态度很好，我问她们去哪玩怎么去，她们都能很快的给我指引，关于路线什么的都给了我很大的帮助。所以，要是下次还去杭州，我还是会选择这家酒店。顺便说下，对面是南站，南站旁边的马路晚上就是夜市，我觉得特别好，还有小吃什么的。', '短评打分': 5}
{'短评内容': '性价比非常不错，非常值得推荐，建议如果入住的话网上预定不然很可能订不到哦', '短评打分': 5}
{'短评内容': '卫生很不错，在汽车南站对面，关上窗户后基本没有噪音，缺点就是 床窄了点短了点，我1.75的个子躺下脚还得悬空一半。电脑网络不是很稳定，有掉线卡网的情况。\r\n室内没有饮水机，在外面走廊上有个公用的饮水机。\r\n\r\n大堂里的超市不错，价格比外面能便宜几毛钱，东西都很不错，结账那里有洗衣粉出售 5毛钱一袋，可以换好硬币在餐厅那里洗衣服 一桶衣服5元 烘干5元。\r\n\r\n该酒店不提供一次性拖鞋牙刷什么的，需要', '短评打分': 5}
{'短评内容': '房间特别简单，卫生还是挺好的，这家店就在南站这边，挺方便，99元我觉得还可以', '短评打分': 3}
{'短评内容': '酒店的位置很方便，价格非常的优惠，而且房间里又干净，能用到的基本都有，服务也还算可以。', '短评打分': 3}
{'短评内容': '还行吧，主要是要自备一些东西，房间显得有些空，除此之外还好啦', '短评打分': 5}
{'短评内容': '很实惠的酒店，虽然不提供一次性物品但楼下的超市都可以凭需要购买，拖鞋好像才2.8一双！电脑房挺大的感觉有点空旷，可能是由于床有些小。总体感觉挺好，很实惠。', '短评打分': 5}
{'短评内容': '酒店倒是挺干净，位置也还可以接受，最不舒服的就是他们床上用品竟然是一次性的无纺布，很不舒服，如果床上用品不做更换的话，我想我是不会再去的。', '短评打分': 3}
{'短评内容': '经济实惠', '短评打分': 5}
{'短评内容': '我感觉各方面都还可以，很适合自费入住，因为价格便宜', '短评打分': 3}
{'短评内容': '酒店卫生很好很干净,服务人员态度也不错,地理很方便,价格很优惠,各个方面感觉都还不错,下次还会入住的.', '短评打分': 3}
{'短评内容': '因为看到是靠近西湖所以选取了它,结果发现离西湖的浏览区很偏远,到市中心坐车要很长时间,房间因为环保不提供一次性物品可能理解,但塑料拖鞋总可以提供一双吧,这年头谁会带拖鞋出门,洗澡间摔倒怎么办?所谓的电脑大床房,电脑键盘是像胶的,特不好用,电视标间小到连转身的地方都没有,床上用品的质的居然与一次性内裤用的一样,反正我再去杭州是不会再住这里了.不过前台服务员态度不错,值得表扬.', '短评打分': 1}
{'短评内容': '房间的配套设施不够齐全,服务和卫生方面都还可以,整体情况还是可以接受的.', '短评打分': 3}
{'短评内容': '感觉酒店性价比还不错，房间比较干净，位置也方便，可以推荐\n', '短评打分': 3}
{'短评内容': '酒店可以说是经济实惠，价格优惠，卫生和设施条件也都比较不错的，在那个位置也挺好，交通比较方便。', '短评打分': 3}
{'短评内容': '房间设施很简单很简单```连拖鞋都没有要自己买```而且前台一位瘦小带眼镜的服务员态度极其恶劣````与客人顶撞````就差动手打人了```````实在是扫了我这次杭州之旅的兴啊```虽然这便宜但是也应该注重服务质量啊````不要因为忙碌了一天而把气撒在客人身上````', '短评打分': 1}
{'短评内容': '酒店的位置还可以，不是特别远，就是房间到是挺大，但是设施太少了，希望能增加地毯，要不太凉了，再就是没有一次性洗梀用品！！！', '短评打分': 5}
{'短评内容': '房间的卫生和设都不错，位置也很好找，交通还是非常便利的，主要是价格很优惠，出行也很便利，是一家性价比较高的酒店 值得推荐', '短评打分': 3}
{'短评内容': '酒店倒是蛮经济实惠的,就是硬件设施不是很好,像宽带上网不是每个房间都有的,周边的交通还是蛮方便的.整体感觉还可以了.', '短评打分': 3}
{'短评内容': '配备的设施太差', '短评打分': 1}
{'短评内容': '很不错的一家店。房间大，光线好~设施简单。。非常的简单。。简单到连烧水器都没得。。。。\r\n出行很方便，就在汽车南站对面。到西湖，吴山广场都很近。\r\n下次去杭州，还住那里O(∩_∩)O~', '短评打分': 5}
{'短评内容': '酒店可以啊，离汽车站近', '短评打分': 5}
{'短评内容': '感觉酒店还行，不过位置不属于中心地段，交通还可以，服务不错，就是房间里有蟑螂，价格比较便宜', '短评打分': 3}
{'短评内容': '酒店位置很不错，交通很便利，就是房间里配备的用品都是一次性的，用起来有点不习惯，服务也还不错，性价比还算比较高，值得推荐', '短评打分': 3}
{'短评内容': '房间空间太小，不适合居住，性价比低。', '短评打分': 1}
{'短评内容': '整体来讲还是一家很不错的酒店,价位很附合,位置也是不错的,位于汽车南站很近,出行都很方便了,但就是设施有些简单了点.', '短评打分': 3}
{'短评内容': '酒店卫生，服务比较好，就是床上用品不太舒服，而且酒店位置比较偏，出行不太方便。', '短评打分': 3}
{'短评内容': '太不爽了，竟然连拖鞋都没有，甚至牙膏、牙刷也要自己掏钱买，订的139元电脑房真是郁闷！！！！', '短评打分': 1}
{'短评内容': '不错的一家店', '短评打分': 5}
{'短评内容': '房间实在是太小了，让人觉得不是很舒服', '短评打分': 1}
{'短评内容': '地点很好很方便，环境也不错。', '短评打分': 5}
{'短评内容': '性价比很高，卫生舒适，服务周到，值得推荐', '短评打分': 5}
{'短评内容': '比较正规的酒店，设施很简约非常简约', '短评打分': 5}
{'短评内容': '优点：1、位置不错，离火车站、西湖、河坊文化小吃街都不远。2、环境和卫生都不错，设施虽然不多，不过看起来很整洁大方。\r\n缺点：1、没有餐厅，哪怕另外收费也好呀。2、电脑房和电视房分开设置的不好。电视应该说是酒店的基本设置吧，当然如果是数字电视，你可以另外收附加费用嘛。上网也是，如果别人带了笔记本，只需要你提供一个网线，那么是否费用也可以少点呢？', '短评打分': 5}
{'短评内容': '经济实惠。119的电脑房房间很大，就是少了个衣柜，不过也有挂衣服的地方。厕所总觉得有股味道，这点不太好，不知道是不是就我们订的那个房间时这样。电脑显示器19寸宽屏的，看电影很爽。总得来说还是很不错的。', '短评打分': 5}
{'短评内容': '很不错', '短评打分': 5}
{'短评内容': '位置很好，性价比还不错。没有提供一次性用品，比较环保。房间颜色设施适合年轻人，上网方便，但网速较慢，大概是上网人太多缘故。', '短评打分': 5}
