{'短评内容': '酒店位置好', '短评打分': 5}
{'短评内容': '在上海的地点很好，闹中取静。酒店的服务较好，但是价格稍贵。', '短评打分': 5}
{'短评内容': '家俱不错，房间比较小', '短评打分': 5}
{'短评内容': '酒店的隔音不好，马路上的车声、楼道里说话走路、隔壁的电视声洗澡的流水声都听的到。有点吵！上次住不这样啊！这次不知道怎么回事？', '短评打分': 5}
{'短评内容': '一般', '短评打分': 5}
{'短评内容': '价格高、房间小、设施旧，要不是占了一个好位置，谁住这儿呀！', '短评打分': 1}
{'短评内容': '住过的酒店里最低级的 说是五星级 但条件很次 还不如住经济连锁呢 房间超小 没听说过住酒店客人停车还要付费的 各种的不好 根本达不到五星标准', '短评打分': 1}
{'短评内容': '前台服务态度，太差，不会再入住。我一直入住5星级酒店，没有见过这种前台。', '短评打分': 3}
{'短评内容': '前台服务态度不好，交通方便。价格还可以，周边近外滩。', '短评打分': 5}
{'短评内容': '交通便利、服务热情', '短评打分': 5}
{'短评内容': '性价比一般，不太令人满意。。。。。。。。。。。。。。', '短评打分': 3}
{'短评内容': '非常陈旧，不建议入住！', '短评打分': 5}
{'短评内容': '我们早上7点多到的酒店,已经看到有很多客人退房,前台告诉我们不可以先安排房间,一定要到12点,我们坐了一个晚上的火车,只能寄存行李,到外面去等12点的到来,明明有房间,哪怕还没有打扫,也可以安排我们先进去,简单洗漱,再打扫也可以,但酒店就是一点变通都没有,态度傲慢,以后再也不会入住这个酒店,同样位置好的酒店,上海多得是', '短评打分': 3}
{'短评内容': '酒店的服务非常差,态度傲慢,对客人的合理要求置之不理,作为高档酒店,设施也很一般,大堂很小,提款机坏的,门口停车没有位置,总之,是一家我再也不会预定入住的酒店', '短评打分': 1}
{'短评内容': '性价比一般！', '短评打分': 5}
{'短评内容': '酒店经营管理应该灵活机动，对老客户更应该优待，我们的客户多次入住贵酒店，就因为订房间一时的疏忽，少订了一天，当隔天补订的时候就要多收500元，多次交涉也不融通，我们这么多年自己住介绍朋友来住 ...现在到一点优惠都没有，这事让我们感觉很不爽。', '短评打分': 3}
{'短评内容': '一般。有异味。', '短评打分': 5}
{'短评内容': '酒店地理位置还可以的，性价比不高。卫生间门口有股味道，怪怪的，有点难闻。', '短评打分': 3}
{'短评内容': '酒店地理位置还可以的，性价比不高。卫生间门口有股味道，怪怪的，有点难闻。', '短评打分': 5}
{'短评内容': '酒店位置非常理想，步行到南京路5分钟，周围小吃和快餐有不少很方便，可能世博期间房价稍高些，性价比一般', '短评打分': 5}
{'短评内容': '毫无疑问是上海中心区性价比较好的酒店,介绍给国外比较挑剔的朋友也说的过去', '短评打分': 3}
{'短评内容': '地理位置非常好的一家酒店！距离外滩很近！从浦东机场坐地铁2号线即可到达，非常方便！而且，出行无论是坐地铁还是打车也都很方便！在世博会期间，性价比也还算高！不足之处在于早餐比较单调，几乎每天都是一样的！还有就是房间内空调的噪音有点儿大！总之，这家酒店还不错！', '短评打分': 5}
{'短评内容': '位置方便， 设施还可以， 性价比不错。 服务还可以再提高一下。 ', '短评打分': 5}
{'短评内容': '世博期间价格比平时高了太多，中宾的早餐券只能在3楼', '短评打分': 3}
{'短评内容': '世博期间价格比平时高了太多，中宾的早餐券只能在3楼', '短评打分': 3}
{'短评内容': '世博期间价格比平时高了太多，中宾的早餐券只能在3楼', '短评打分': 1}
{'短评内容': '位置，设施很不错，但结账速度不是一般的慢！\n早餐服务很差，煎个蛋要了5次还是没有。最好出去吃！', '短评打分': 5}
{'短评内容': '房间很干净，地段也不错，逛街很方便…', '短评打分': 5}
{'短评内容': '酒店位置不错，服务也很周到，就是装修有点陈旧&#183;不过床睡起来很舒服哦&#183;', '短评打分': 5}
{'短评内容': '挺方便的 ！！！中心地段！离外滩和步行街都很近，吃住行都方便！', '短评打分': 5}
{'短评内容': '酒店硬件、地理位置不错，服务态度一般。前台小姐感觉傲慢，可能我们不是外宾，也可能我们不是大款。', '短评打分': 3}
{'短评内容': '以前住过,觉得很好，性价比 比较高.这次因为世博,价格有点上去了,综合感觉就差一些.等世博过后,价格回落了,还会去住.', '短评打分': 3}
{'短评内容': '+', '短评打分': 5}
{'短评内容': '酒店地理位置便捷。环境一般，停车费严重不合理', '短评打分': 3}
{'短评内容': '位置好，繁华地段，到南京路步行街、外滩很近，就是价格太高', '短评打分': 5}
{'短评内容': '我是用信用卡担保了房间，房间价格1188元，前台告诉我没预定记录。而且此房间价格1800元，差得也太远了，查实后按照原来的价格给我办理入住了，双方服务上的沟通还是要加强。', '短评打分': 5}
{'短评内容': '酒店环境、设施、地理位置都很好,值得推荐。', '短评打分': 5}
{'短评内容': '地理位置很好，购物比较方便,离外滩也很近。', '短评打分': 5}
{'短评内容': '位置还可以，设施较为陈旧，住的是豪华套房，房间其实就是一间房中间隔了一层木门，不过带免费上网的电脑（网速不敢恭维）及三角浴缸。可以看到东方明珠的上半部，呵呵。距离南京路和外滩，不远但也不近。', '短评打分': 5}
{'短评内容': '+酒店很好,方便.', '短评打分': 5}
{'短评内容': '地理位置很方便，周围小吃很多，大多开到晚上12点，卫生很好。', '短评打分': 5}
{'短评内容': '酒店无论位置还是设施都很好，适合度假。就是近期价格太高！', '短评打分': 5}
{'短评内容': '是五星的标准，交通、卫生、环境各方面都比较满意', '短评打分': 3}
{'短评内容': '以前住觉得还不错,这次去太失望,软件硬件都比以前差了许多.', '短评打分': 1}
{'短评内容': '豪华舒适，服务很好，什么都好，包括价格！也许是世博期间，一晚两千多的价格让人有抢钱的感觉，嘿嘿...', '短评打分': 1}
{'短评内容': '价格有点高，950元还是4.7折之后的，早餐不错', '短评打分': 5}
{'短评内容': '我们是6月份去的，正好碰上酒店涨价，因为交通不方便（总是等二、三十分钟都等不到计程车）感觉很不划算。', '短评打分': 5}
{'短评内容': ' 各方面都很满意', '短评打分': 5}
{'短评内容': '十好', '短评打分': 5}
{'短评内容': '房间小,卫生间小,只能在浴缸内冲凉,房间能看到东方明珠塔.', '短评打分': 1}
{'短评内容': '如果该酒店能再早些入住会更舒服一些！但对你们的工作状态表示满意！', '短评打分': 5}
{'短评内容': '离南京路很近，步行两分钟就到了，服务也很好。', '短评打分': 5}
{'短评内容': '比其他五星价格便宜，也确实没达到五星的水平。房间还算大，但是厕所相对比较狭小和低档。看我们带两个小孩，免费帮升级了一个房间到三人房。地理位置很好，离南京路和地铁2号线很近，吃东西也方便。', '短评打分': 1}
{'短评内容': '很好的，就是开车不太好找', '短评打分': 3}
{'短评内容': '出行方便', '短评打分': 5}
{'短评内容': '如果客人开车入住酒店，停车场太折腾人！要在停车场出口处先拿一张表，回到酒店前台签字，再送回停车场出口，还要收半价！否则，每小时10元停车费！酒店这么做至于吗？！或是免费、或是简化手续，不是酒店应该做的吗？！', '短评打分': 3}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '这家酒店总体而言还可以。位置很不错，房间的卫生各方面都可以，唯一让我觉得不好的是浴室-里面有一个三角形的浴缸占了淋浴区的所有位置，而且，花洒一点都不好用，有点郁闷。吃饭比较方便，出门就很多选择；去外滩和南京路和豫园确实都比较方便。', '短评打分': 5}
{'短评内容': '酒店位置还不错，但设施实在很旧，服务也比较冷淡', '短评打分': 1}
{'短评内容': '去年住380元左右,觉得性价比还好.今年住同样的房要888元,感觉就很不好.', '短评打分': 1}
{'短评内容': '比较干净，就是床比较硬，睡不舒服。地理位置非常好，离南京街、外滩都很近，总体还是不错的。', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '打电话给ELONG,说是连住三晚还有折扣，行政套房945元，在目前世博期间，还算实惠。', '短评打分': 3}
{'短评内容': '打电话给ELONG,说是连住三晚还有折扣，行政套房945元，在目前世博期间，还算实惠。', '短评打分': 5}
{'短评内容': '如果要是含双份早餐就好了。', '短评打分': 5}
{'短评内容': '价格比以前有所下降，但是还偏高。', '短评打分': 1}
{'短评内容': '位置( ^_^ )不错嘛。。。。就是1000元/天房价，停车还是要收费，这点好垃圾。。。。。', '短评打分': 1}
{'短评内容': '其他都一般，设施感觉有点旧', '短评打分': 5}
{'短评内容': '酒店硬件很不错只是管理上不够人性化', '短评打分': 5}
{'短评内容': '位置与性价比都不错的酒店', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '大约想看到“大上海”的酒店前台人员微笑，您得付2000元人民币以上的房价。除微笑欠奉以外，应该说一切都好。好地段，房间通风很好，安静，床垫舒服（家具有点旧，但整洁干净）。。。不错了！', '短评打分': 5}
{'短评内容': '就是空调声音太大，影响睡眠。', '短评打分': 5}
{'短评内容': 'GOOD LOCATION', '短评打分': 5}
{'短评内容': '酒店地段确实不错，上海书城，南京路都可以步行到，逛街很方便，酒店楼下的小路上有一家妯娌老鸭粉丝煲，味道不错噢~~晚上可以当夜宵吃~礼宾部叫车不错，基本五分钟以内就安排一辆出租车，出行很方便。卫生间小了点，晚上空调声有点大，其他都不错~', '短评打分': 3}
{'短评内容': '酒店地段确实不错，上海书城，南京路都可以步行到，逛街很方便，酒店楼下的小路上有一家妯娌老鸭粉丝煲，味道不错噢~~晚上可以当夜宵吃~礼宾部叫车不错，基本五分钟以内就安排一辆出租车，出行很方便。卫生间小了点，晚上空调声有点大，其他都不错~', '短评打分': 3}
{'短评内容': '酒店地段确实不错，上海书城，南京路都可以步行到，逛街很方便，酒店楼下的小路上有一家妯娌老鸭粉丝煲，味道不错噢~~晚上可以当夜宵吃~礼宾部叫车不错，基本五分钟以内就安排一辆出租车，出行很方便。卫生间小了点，晚上空调声有点大，其他都不错~', '短评打分': 5}
{'短评内容': '整体效果不错，在世博会期间的房费不算很贵', '短评打分': 5}
{'短评内容': '相比附近其他酒店信价比高', '短评打分': 5}
{'短评内容': '调换房间 衔接效果太差   结账出错 ', '短评打分': 5}
{'短评内容': '房间太小，自己开去很难找', '短评打分': 1}
{'短评内容': '酒店还不错，位置比较好，以后有机会还会住', '短评打分': 5}
{'短评内容': '房间太小，设备旧了', '短评打分': 1}
{'短评内容': '还好。下次还住。', '短评打分': 5}
{'短评内容': '交通便利。都还行', '短评打分': 5}
{'短评内容': '配置还好.比较完美.价格也很适中..谢谢', '短评打分': 5}
{'短评内容': '帮朋友订的，朋友很满意', '短评打分': 5}
{'短评内容': '不错的地理位置，就是老了一点', '短评打分': 5}
{'短评内容': '还是不错的', '短评打分': 3}
{'短评内容': '还不错啦，位置特别好', '短评打分': 3}
{'短评内容': '价格比非SB期间贵了不少，但是考虑到位置的优越性，还是不错的。服务各方面只能说过得去。', '短评打分': 5}
{'短评内容': '酒店设施及服务相当不错，下次还会去的', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '太贵', '短评打分': 1}
{'短评内容': '停车场居然收费，房间有一股很重的霉味，靠垫和坐垫都明显发黑\n\n虽然地理位置好，但是这样的价位提供这样的环境实在说不过去', '短评打分': 1}
{'短评内容': '价格适中', '短评打分': 5}
{'短评内容': '离人民广场很近！交通非常的方便 不过这几天上海实在太热了 唉', '短评打分': 5}
{'短评内容': '酒店位置很好 很方便', '短评打分': 5}
{'短评内容': 'reasonable price', '短评打分': 5}
{'短评内容': '不错的酒店', '短评打分': 5}
{'短评内容': '酒店外观很好，位置也方便，周围也很便利。由于开始去的中福，所以到了这里觉得很满意了。但房间也就3~4星的样子。没有外观看上去好。前台服务不错。很热情有礼貌。总体这个价格还算不错的酒店。', '短评打分': 5}
{'短评内容': '首先要肯定的是位置很好，去南京路和外滩很方便；服务也不错，大堂经理记得你的名字和房间号。不足的地方在于实在没有感受到所谓的五星级。', '短评打分': 5}
{'短评内容': '闹中有静，在市区购物、逛街、吃饭很方便。', '短评打分': 5}
{'短评内容': '位置不错，就是酒店附件的卫生条件不整么样', '短评打分': 5}
{'短评内容': '设施太差,房间太小,住在里面很压抑', '短评打分': 1}
{'短评内容': '酒店位置可以，停车收费的不规范。', '短评打分': 5}
{'短评内容': '很值得。', '短评打分': 5}
{'短评内容': '还不错，早餐需要加强', '短评打分': 5}
{'短评内容': '地理条件相当优越，硬件设施还行，服务一般！', '短评打分': 5}
{'短评内容': '性价比不错', '短评打分': 5}
{'短评内容': '因为去看世博会，在酒店定了一个套房，住了三天。第一天check-in进房间后，准备午休，翻开看到床单上有点黄，并且发现一根头发，所以打电话给了大堂经理，不到2分钟，马上来到房间检查道歉，并且更换了新的全套用品。中间，我们在吃早餐的时候遗漏了一个水杯在中餐厅，晚上回到酒店才想起来，在大堂酒吧问了一个服务员，对方并没有因为我们遗漏的只是一个不太值钱的水杯，或者他跟中餐不是一个部门，就把我们的事置之不理', '短评打分': 5}
{'短评内容': '借世博东风价格飞涨，服务照旧……', '短评打分': 1}
{'短评内容': '酒店服务质量，尤其是服务生态度与素质还需要提升...', '短评打分': 1}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '根本不具备其标准，太差，不可能再次入住。', '短评打分': 1}
{'短评内容': '屋里家具很沉旧古老，房间和卫生间小的可怜！住着有种黑暗看不见曙光的感觉！而且还分外宾和内宾！不知有啥区别！是不是外宾的房间就不这样啊！', '短评打分': 1}
{'短评内容': '位置没的说，好酒店', '短评打分': 5}
{'短评内容': '地理位置不错，性价比高，下次去上海还住那', '短评打分': 3}
{'短评内容': '位于上海闹市区，性价比还是很好的。', '短评打分': 5}
{'短评内容': '位置不错，服务没有太多体会，感觉房间太小，缺乏现代气息，个人感觉而已，总体还好了。', '短评打分': 3}
{'短评内容': '总体上还是不错，就是房间有点小。', '短评打分': 5}
{'短评内容': '位置离外滩很近，走路过去的，可能十分钟的样子，价格还是不便宜', '短评打分': 5}
{'短评内容': '性价比很高的酒店！赞！', '短评打分': 5}
{'短评内容': '很好的', '短评打分': 5}
{'短评内容': '酒店很好，让人的感觉非常好，舒适！', '短评打分': 5}
{'短评内容': '世博期间,我住了三家酒店,这家感觉最好,住得很舒适,设施很好,唯房间稍小,装修也很有特点,喜欢!', '短评打分': 5}
{'短评内容': '非常不错的酒店，很舒服', '短评打分': 5}
{'短评内容': '除了房间很小，其他的都非常满意，下次来上海还会选择这里，因为位置真的超好的，走路到那京东路只需5分钟，周围很多吃饭的地方，逛街也很方便，到外滩5-10分钟。', '短评打分': 3}
{'短评内容': '不错的酒店，交通方便，每次来上海都是入住这家酒店的，价格能低一些会更好的。', '短评打分': 5}
{'短评内容': '除了房间很小，其他的都非常满意，下次来上海还会选择这里，因为位置真的超好的，走路到那京东路只需5分钟，周围很多吃饭的地方，逛街也很方便，到外滩5-10分钟。', '短评打分': 5}
{'短评内容': '不值', '短评打分': 3}
{'短评内容': '还可以吧  卫生再好点就好了 设施有点旧', '短评打分': 5}
{'短评内容': '额，真后悔没有听网友的评价！', '短评打分': 1}
{'短评内容': '位置不错   不过不是说不接外宾吗  老外一大帮', '短评打分': 5}
{'短评内容': '靠近南京路附近，离外滩和人民广场都很近，价格还是不错的，装修的有点皇家风范，也带点古色古香，就是房间可能略小了点，可能和地段有关系吧', '短评打分': 5}
{'短评内容': '环境不错，交通也很方便。', '短评打分': 5}
{'短评内容': '再说说早餐，对待外宾和内宾服务有区别，服务生会给百分之90以上的外宾倒咖啡，就连我和同事共5个人在一张桌子上他们居然也不给我到。。。心情有点复杂', '短评打分': 3}
{'短评内容': '先说服务，办入住的服务员态度真的不如汉廷连锁的好！说话带搭不理的，不过行李员的几个小伙子非常的热情', '短评打分': 5}
{'短评内容': '我住该酒店的亲身经历：1、早晨7:20，女服务员不敲门，直接用钥匙开门进到房间；2、早餐时，餐厅的服务员在客人用过餐后，他认为客人没用刀叉，所以只换餐垫。对这个酒店的服务只有一个字：汗！！！', '短评打分': 1}
{'短评内容': '酒店不错', '短评打分': 5}
{'短评内容': '虽然有点小，但还是很温馨的。总的来说，感觉不错。', '短评打分': 5}
{'短评内容': '服务很差', '短评打分': 1}
{'短评内容': '不错啊', '短评打分': 5}
{'短评内容': '世博其间,价格太高.', '短评打分': 5}
{'短评内容': '房间价格不断涨……', '短评打分': 1}
{'短评内容': '不错，闹市中取静，顶楼看黄浦江', '短评打分': 3}
{'短评内容': '酒店本身地理位置很好，服务也很周到，唯一有点不足的就是周边都是小胡同，所以正经吃饭的地方不太多，都是街边摊。', '短评打分': 5}
{'短评内容': '单位好几个老外都住过这里，反映不错，但我发现同样的房型，差不多涨了300元，是不是因为世博会的召开呢？', '短评打分': 5}
{'短评内容': '第二次入住，因第一次留下不错印象。但这次有点失望，被子枕头有很重的烟味，虽然被套枕套是干净的，但感觉还是不爽~ 希望酒店能重视这个细节！！', '短评打分': 5}
{'短评内容': '其他都好，就是早上结账经常排很长的队伍，应该增加人手。', '短评打分': 5}
{'短评内容': '隔音效果太差， 隔壁关灯的声音都听得到， 如果是新婚的不要住，否则无法享受新婚的“快乐”，因为不敢出声，', '短评打分': 1}
{'短评内容': '什么都好，就是有一点，一个人盖一床被子会好些，最好是能满足个别客人提出的这种要求。', '短评打分': 5}
{'短评内容': '说实话酒店是不错，就是有一点不怎么好，隔音效果真的不好，隔壁晚上开关电灯听的很清楚，而且声音很大就像是在自己房间开关一样', '短评打分': 5}
{'短评内容': '住起来很舒服，不错的酒店', '短评打分': 3}
{'短评内容': '位置绝佳，作为5星级酒店特惠价很超值，推荐！！！', '短评打分': 3}
{'短评内容': '不错，已经第二次入住了，服务还有点欠缺', '短评打分': 3}
{'短评内容': '交通方便，布置软件都较舒适，不错', '短评打分': 5}
{'短评内容': '酒店不错，很舒服的，交通也很好，走过去就是南京路了', '短评打分': 5}
{'短评内容': '不过里面的设施有点陈旧。', '短评打分': 5}
{'短评内容': '位置好，交通很方便。', '短评打分': 5}
{'短评内容': '优点：位置好，交通方便。\r\n\r\n缺点：性价比一般', '短评打分': 5}
{'短评内容': '位置很好，方便整洁，房间大', '短评打分': 3}
{'短评内容': '性价比很高的酒店', '短评打分': 5}
{'短评内容': '很不错。', '短评打分': 5}
{'短评内容': 'Location is good, service nice, room rate a little bit higher but still reasonable as compare with such western 5 stars hotel.I might stay again in return.', '短评打分': 5}
{'短评内容': '总的还算不错的。服务很好，价位也不高', '短评打分': 5}
{'短评内容': '很不错。地点也很好。', '短评打分': 5}
{'短评内容': '住的是商务套房，位置不错，来回浦东浦西打车很方便，从浦东回来，出了延安东隧道右拐就到了！地铁没研究怎么走，毕竟出门都是打车。卫生间很大很干净，住酒店我最在乎这点。不过被子声音很大，怕吵到同事，都没怎么敢翻身……性价比还是不错的', '短评打分': 5}
{'短评内容': '房间小、价格稍高。', '短评打分': 1}
{'短评内容': '非常差，性价比非常低。因为是蜜月旅行，所以住了好几晚，结果，睡觉的时候竟然身上过敏，换了床单才消退。还有就是，我的大瓶沙宣洗发水就这么没有了，这样的事竟然发生在五星级酒店，实在让人太气愤了。花了好几千，换来的是这样的服务！！！于是找值班经理，那人只是说知道了，帮我查，有消息再联系过，直到现在都没影。对这家酒店太失望了，以后大家入住的时候千万记得看好自己的随身物品，还有就是记得穿自己的睡衣！！！', '短评打分': 3}
{'短评内容': '住过很多次，位置和价格不错，但是设施旧了一些。总体来说还是很好的', '短评打分': 5}
{'短评内容': '前台人员的服务意识和态度与酒店星级严重不符！', '短评打分': 5}
{'短评内容': '我是清明节3天小假期入住的这个酒店，位置就不用说了，非常好，酒店房间（商务标准间）非常宽敞，早餐虽然稍微贵了一些，但还不错。', '短评打分': 5}
{'短评内容': '是城隍庙附近五星级酒店性价比较高的一家', '短评打分': 5}
{'短评内容': '好酒店', '短评打分': 3}
{'短评内容': '地段好，设施有点陈旧', '短评打分': 5}
{'短评内容': '性价比很高，离外滩和人民广场非常近，周围吃饭的地方也很多.房间比较小，但是同价位的酒店绝对是最好的之一', '短评打分': 5}
{'短评内容': '不错的酒店 相对来讲这个档次的酒店在上海不算贵 住了2天 比较舒适\r\n要表扬一下酒店的前台 我结账的时候 因为是刷卡 前一天的房钱和押金要退现金的 当时急着去机场 刷完卡以后现金没有拿 等到了机场才想起来 回去肯定来不及了 原本以为这900块钱就这样扔了 后来和前台联系 能不能帮我把钱通过银行打到我的银行卡上 前台的小姐很热情 第二天就帮我汇过来了 这 让我很感动 也不知道这位小姐姓什么叫什么 在', '短评打分': 3}
{'短评内容': '不错。卫生间有点压抑。', '短评打分': 3}
{'短评内容': '酒店中规中矩,地理位置很好,房间也很舒适,只是性价比不算高', '短评打分': 5}
{'短评内容': '酒店位置很好，步行到南京东路5分钟，外滩10分钟，适合来沪旅游居住，服务略显不周，硬件稍逊，房间有点小，浴室顶太矮，高个淋浴要碰到屋顶。最次的是，住酒店停车也要收费，40元一晚，不合理。因小失大感觉不好。', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '挺不错的酒店，这几年去上海都住在这里。', '短评打分': 3}
{'短评内容': '这次感觉比上次好点吧----', '短评打分': 5}
{'短评内容': '不错的酒店，这几年去上海基本都住在这里。', '短评打分': 5}
{'短评内容': '房间小、价格高', '短评打分': 1}
{'短评内容': '位置还不错, 处在商业区内. \r\n', '短评打分': 5}
{'短评内容': '地理位置佳，闹中取静，现代都市与上海老文化的交融。房间较大，卫生间设施不是很理想，四星标准。', '短评打分': 5}
{'短评内容': '其实离地铁站还是有点距离。房间很舒适，不过有点窄。', '短评打分': 5}
{'短评内容': '不错，性价比很高', '短评打分': 3}
{'短评内容': '一家性价比很高的酒店', '短评打分': 5}
{'短评内容': '物超所值，性价比高。', '短评打分': 5}
{'短评内容': '环境还行 地理位置比较优越。可惜停车场很小。', '短评打分': 5}
{'短评内容': '酒店位置很好,离南京路和人民广场都很近', '短评打分': 5}
{'短评内容': '住的是6楼，看不见外滩的夜景。价格也不便宜。', '短评打分': 1}
{'短评内容': '位置不错.房间空调声响较大', '短评打分': 5}
{'短评内容': '住在21楼，风景不错可以看到外滩。房间很干净，感觉不错。', '短评打分': 5}
{'短评内容': '酒店的房间很优雅，最高层的酒吧深夜谈事情也很方便。不过，好像比前三个月的房价高了很多呢。服务还不错，很人性化！', '短评打分': 5}
{'短评内容': '服务不太用心，常出差错，但态度不错；房间太小，价格偏高。', '短评打分': 1}
{'短评内容': '地理位置好，其他一般', '短评打分': 5}
{'短评内容': '一般的酒店，唯一印象不好的是卫生间，站在浴盆里淋浴会碰到头，因为棚顶太矮，所以在我们之后去上海就再没有住那里。 不过酒店下面的小吃店还是挺多的。', '短评打分': 1}
{'短评内容': '地段非常好。。顶楼的观景也很好。\r\n服务如果繁忙的话，会等较长的时间。其它都很好。\r\n', '短评打分': 5}
{'短评内容': '因为客人住的那家酒店当天已客满，所以就近选择了这家，酒店位置在上海市区繁华地段，第二次入住，总体印象还可以，只是如此高的房价居然不包括早餐，有点说不过去。', '短评打分': 5}
{'短评内容': '位置极佳.性价比高.', '短评打分': 3}
{'短评内容': '最大特点是位置好：离南京路，外滩，上海书城等均在步行范围之内。价格方面也有竞争力。 早餐品种单调不少。适合旅游人士。', '短评打分': 5}
{'短评内容': '酒店感觉一般', '短评打分': 3}
{'短评内容': '基本满意。希望地毯能再干净一些，洗浴用品能再好一些。', '短评打分': 5}
{'短评内容': '价格适中', '短评打分': 5}
{'短评内容': 'Room rate is a little bit high compared with the facilities offered.', '短评打分': 3}
{'短评内容': '很不错的酒店，希望有机会再住', '短评打分': 3}
{'短评内容': '酒店住起来蛮舒服，离南京路七分钟路程，到人民广场需要走十五分钟', '短评打分': 5}
{'短评内容': '位置方便，适合旅游入住。', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '我的客人很满意，离外滩很近，他很高兴。', '短评打分': 3}
{'短评内容': '想不到在这么一个繁华地段,居然有这么高性价比的宾馆.非常好.', '短评打分': 5}
{'短评内容': '不错，位置、交通、服务、品质... 各方面都不错，值得推荐。', '短评打分': 5}
{'短评内容': '酒店很干净，交通方便，性价比很好，值得下次再去~~~', '短评打分': 5}
{'短评内容': '礼宾部的工作人员态度很一般，不能帮客人着想。而且门口老有跟他们熟悉的出租车等活，推荐这样的出租车给客人，可想而知。\r\n无烟楼层，价格贵了近一倍，不能理解。', '短评打分': 1}
{'短评内容': '感觉还是不错的，因为刚好出差到那里，也比较方便~去机场也近，总体感觉可以。', '短评打分': 5}
{'短评内容': '酒店设施比美爵要差,就价格来看,也算可以吧!', '短评打分': 5}
{'短评内容': '很不错的酒店，床睡着很舒服！不过我觉得如果能赠送早餐的话，就完美了！', '短评打分': 3}
{'短评内容': '硬件设施及交通便利性不错。', '短评打分': 5}
{'短评内容': '位置非常好。但标准间有些简陋。', '短评打分': 3}
{'短评内容': '这是一家很不错的酒店，离南京路很近，出行、购物都很方便，服务很好，下次去上海还会选择这家酒店。', '短评打分': 5}
{'短评内容': '酒店从地理位置到服务和房间设施都是一流的，下次去上海我一定会再次选择这家酒店的！', '短评打分': 5}
{'短评内容': '上次与外宾同住，宾馆服务很好，特别是我们急忙中将衣服忘在房间，服务员及时提醒很感谢。感觉前台作为宾馆的形象，有点杂乱感，且结帐太慢。几年前住过一次，也是结帐很慢。几年过后还一样。有点遗憾。', '短评打分': 3}
{'短评内容': '总体来说位置可以的。', '短评打分': 5}
{'短评内容': '又一次入住，感觉还是不错，可是房价涨了不少，性价比有所下降。', '短评打分': 5}
{'短评内容': '作为常住这家酒店的客人，感觉标准间的设施简陋了一些，应当与单人间一样。另外，最好能包括早餐。', '短评打分': 3}
{'短评内容': '房子非常好，可是现在提价了，继续促销哦！可以在房间看到东方明珠 还不错 离地铁站也不是很远', '短评打分': 5}
{'短评内容': '房间的陈设比较古朴，但卫浴间的排水系统有些陈旧，总体来说比较满意。', '短评打分': 5}
{'短评内容': '看了点评后去住的，比想象的要好，特别是中式的家具，我很喜欢。', '短评打分': 5}
{'短评内容': '住的开心 玩的快乐', '短评打分': 5}
{'短评内容': '每次去上海出差，都住这家酒店。感觉还是不错的，地点非常好。', '短评打分': 5}
{'短评内容': '交通便利，下次再来', '短评打分': 3}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '总体来说，还可以，地理位置级佳，即在老市民所住的街中，又在闹市之中，东为黄浦江，西为人民广场，北京南京东路。想看到黄浦江的话，要住高层房间\r\n唯一遗叹的是，房间没有配刮胡刀之类东东，只好向服务员要之，听打扫服务员说，我所住一层的房间是房东的房子，转给酒店管理，定期拿租金，当他到酒店住时，可以免费，每次住后，就刮走房间能带走的免费品，所以服务员对这些有房东所属的房间有所顾忌，有些东东不提供，但愿别的', '短评打分': 3}
{'短评内容': '很不错的酒店，下次继续住', '短评打分': 5}
{'短评内容': '是我住过的性价比较高的一家酒店,位置和舒适度都是最佳的.', '短评打分': 5}
{'短评内容': '位置很好，不过价格也贵，公司的老外及客户都喜欢住。', '短评打分': 5}
{'短评内容': '不错的酒店', '短评打分': 5}
{'短评内容': '总体不错', '短评打分': 5}
{'短评内容': '400多的内宾价是可以接受的。600多的正价就不值了。再加一点钱就可以住古象和王宝和了。他们位置比这儿更近南京路。', '短评打分': 5}
{'短评内容': '酒店除了地理位置很好，其它的都一般，价格也有点高，', '短评打分': 1}
{'短评内容': '酒店不错，离南京路城隍庙很近，适合爱逛街的商旅人事', '短评打分': 3}
{'短评内容': '地理位置不错。理南京路很近，酒店硬件也不错，下回还会来', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '挺好的酒店', '短评打分': 5}
{'短评内容': '去玩不错的选择', '短评打分': 5}
{'短评内容': '为公司老外订的房间，他认为除了地段好，其余的方面与五星都不匹配。', '短评打分': 3}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '日式的酒店，看着很干净，服务也不错。而且离南京路也很近，走着就到了。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
