{'短评内容': '好，地理位置优越', '短评打分': 5}
{'短评内容': '安静的环境，干净的设施，温馨的服务，但缺乏了令人心仪的舒适度。没有直接的公交，让人难以寻觅哦。', '短评打分': 5}
{'短评内容': '非常好！下次去青岛还住，各方面都很不错，除了位置有点靠里。', '短评打分': 3}
{'短评内容': '性价比很不错，一连住了7天', '短评打分': 5}
{'短评内容': '挺不错的！很安静，不会很吵！交通也很方便', '短评打分': 5}
{'短评内容': '值得推荐，还不错', '短评打分': 5}
{'短评内容': '不錯', '短评打分': 3}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '在这住过两次，感觉不错。', '短评打分': 5}
{'短评内容': '性价比很好的一个酒店,如果再去青岛还会考虑去', '短评打分': 5}
{'短评内容': '不错的酒店，感觉很不错。', '短评打分': 5}
{'短评内容': '这是第二次住海天E家了，觉得不错，方正性价比还是很好的。', '短评打分': 5}
{'短评内容': '总体不错,性价比高，美中不足就是这几天房间没有供暖，只用空调室内温度不是很高。', '短评打分': 3}
{'短评内容': '很不错', '短评打分': 5}
{'短评内容': '真的很便宜，性价比超级无敌高，要是不准备住海景房的话绝对选择这家！', '短评打分': 5}
{'短评内容': '值得入住、性价比不错', '短评打分': 3}
{'短评内容': '除了位置有点比较难找，在老年大学里，其他都很好，价格适合，设施齐全服务也很客气，卫生状况挺好的。下次去青岛还会选择这家', '短评打分': 5}
{'短评内容': '空调没用处的！晚上有点冷！\r\n', '短评打分': 5}
{'短评内容': '交通很便利的酒店，坐机场大巴，到海天酒店下车，打车起步价就到了', '短评打分': 3}
{'短评内容': '服务的确很好，宾馆内设施一般。毛巾有点脏旧，厕所的下水有问题，漏不下去，很不方便。交通很便利', '短评打分': 3}
{'短评内容': '清明节去青岛玩住的该酒店，酒店前台的工作人员的服务很专业，而且人很好。我们住的它家的大床房，装修风格很简洁，类似宜家家具的风格。卫生也很干净。交通也挺方便，不过若想直接看海景的朋友就别考虑了。总之，性价比非常高，下次去青岛考虑继续住。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '在网上看到推荐度很高，就选了它。结果，真的不错，卫生和服务都很好，因为在老年大学里，所以环境很幽静。我们三个人选了个标间，两张床都有1.2米，足够2个人一起睡。标间一晚才169，三人摊分，太值了！', '短评打分': 5}
{'短评内容': '总体不错,性价比高，美中不足就是这几天房间没有供暖，只用空调室内温度不是很高。', '短评打分': 5}
{'短评内容': '地漏不好用，毛巾不是很干净。住了4天也没给换床单。服务还是不错的', '短评打分': 5}
{'短评内容': '第二次了,很不错,性价比高', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '不错，就是洗澡水有点冷啊，有点小感冒的说', '短评打分': 5}
{'短评内容': '性价比很高的酒店', '短评打分': 3}
{'短评内容': '实惠,希望完善细节.', '短评打分': 3}
{'短评内容': '房间面积很大很痛快,感觉卫生条件中等,服务也还符合快捷酒店要求.价格也还可以,总体来说还挺值', '短评打分': 5}
{'短评内容': '位置好出门方便', '短评打分': 5}
{'短评内容': '房间空调功率不够', '短评打分': 3}
{'短评内容': '房间还是比较干净的，就是空调的温度不够，有点冷', '短评打分': 5}
{'短评内容': '在院子里面，可能有点难找\n但是真的很不错。安静，干净', '短评打分': 3}
{'短评内容': '性价比很好.值得推荐.就是水偶尔会有点凉.', '短评打分': 3}
{'短评内容': '性价比很高,值得推荐.就是厕所的灯和排气扇是一体的，晚上开着影响睡眠.不开的话，厕所里又会有点味道.', '短评打分': 5}
{'短评内容': '不错的酒店！', '短评打分': 5}
{'短评内容': '很不错 干净  卫生~~~ 位置也很好，到哪儿都很方便。。。还会来住~~~', '短评打分': 5}
{'短评内容': '性价比超高，其他都不错，就是位置有点偏，另外上午的热水不太热...', '短评打分': 5}
{'短评内容': '还算可以  主的很安静 离湛山寺很近   门口交通也很便利  关键是服务人员态度稍差  再就是房间开着空调也冷！~', '短评打分': 5}
{'短评内容': '服务态度很好，环境也不错，价格也还行，只是房间的隔音不太好。', '短评打分': 3}
{'短评内容': '住的蛮舒适的，空间比同价的大，性价比挺高的！', '短评打分': 3}
{'短评内容': '服务态度很好，价格也还行', '短评打分': 5}
{'短评内容': '感觉不错，房间不冷，热水快，这点不像其他人评价的那样，总体还是不错的，性价比较高，有机会再光顾', '短评打分': 5}
{'短评内容': '很安静，很实惠，适合春夏秋入住，没有供暖，不建议冬天住。', '短评打分': 5}
{'短评内容': '酒店还可以，服务不错，装修设施就正常商务酒店的格局。', '短评打分': 3}
{'短评内容': '入住第一天后就发现空调不热，但没在意，夜里发现房间很冷，因为已是深夜，所以想想第二天再说，第二天让服务员看空调，服务员说空调要预热10分钟，想想就不对，第一天开了那么久都不热，于是不和空调较劲了，让服务员家了床被子，到第三天，寒冷的房间让我发烧了，脑袋温度绝对不低于40度，这是我住过的历史上没有过的，没办法，问前台哪里有药店，顺便把被子加到第三床，吃过药后早上醒来，没味口，但有要吃药，只想喝口粥，', '短评打分': 1}
{'短评内容': '性价比很好，服务不错。', '短评打分': 3}
{'短评内容': '大堂的女工作人员服务非常好!赞一个', '短评打分': 5}
{'短评内容': '不错的酒店，性价比很高，这个价格的酒店算不错的了，我预定的118的，给我免费升级，服务不错，而且美女不少呢！哈', '短评打分': 5}
{'短评内容': '整体环境较好，门口公交线路少了些', '短评打分': 3}
{'短评内容': '除了晚上睡觉有点冷之外，浴巾什么的有点旧之外，其它都ok。', '短评打分': 5}
{'短评内容': '性价比挺高的，卫生、安静，就是空调比较小', '短评打分': 3}
{'短评内容': '18号，住的315房间\n总体非常好，有2点不足\n1、晚上热水温度低，洗澡的话很冷（夜里12点左右）。\n2、浴室窗帘应该更换材质，已经有霉斑了，可能是当初选用材质选得不好。\n对于宽带网感觉最好有无线网，更便于使用。比每个房间布线成本要低很多。现在办公无线设备很多，有wifi能提供很多方便。\n总体非常好，地点也ok。早上还能去湛山寺呼吸新鲜空气。\n下次肯定还会光顾。', '短评打分': 5}
{'短评内容': '我和同事一致认为酒店性价比是不错的，', '短评打分': 3}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '性价比很高，服务态度很好', '短评打分': 5}
{'短评内容': '服务不错，早餐一般', '短评打分': 3}
{'短评内容': '出行不是特别的方便，公交车很少，另外的士也不多。其他还不错', '短评打分': 5}
{'短评内容': '性价比很高哦！各方面都很不错！', '短评打分': 5}
{'短评内容': '酒店位置还可以，不是很难找，整体房间布局就是普通商务酒店的感觉，不会太特别。唯一不太好，就是洗澡水不是很热，房间比较冷（可能是因为在山边的原因），其他都还好啦！！唯一优点，很近“湛山寺”。', '短评打分': 5}
{'短评内容': '预定的小床房给免费升到了大床房。只是房间大了一点，但是空调仍然很小，那么大的房间温度根本不够。\r\n不过服务态度、店内卫生、住宿环境都无可挑剔，很不错', '短评打分': 3}
{'短评内容': '房间不错!就是位置不是很好找!', '短评打分': 1}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '性价比高，值得推荐', '短评打分': 5}
{'短评内容': '挺好的，连续在这住了大概五天的样子。大床房，24小时开着空调才觉得暖和。卫生什么的狠OK。', '短评打分': 3}
{'短评内容': '不错的一家安静型酒店。118元的价格性价比挺高，就是空调太小不够用的，冬天不建议去住。', '短评打分': 5}
{'短评内容': '性价比实在很高，位置也不错，除了没暖气之外都很好~~', '短评打分': 5}
{'短评内容': '空调不怎么制热，热水完全不热！冬天去住的同胞们要注意防寒！', '短评打分': 5}
{'短评内容': '卫生很不错，房间也舒适，就是交通不是太方便', '短评打分': 5}
{'短评内容': '服务态度待改善!', '短评打分': 5}
{'短评内容': '位置很好，到各个地方都比较方便，下次还会去。', '短评打分': 5}
{'短评内容': '性价比好，没暖气差点', '短评打分': 5}
{'短评内容': '经常在青岛住   还是海天最好', '短评打分': 5}
{'短评内容': '酒店很干净，性价比很高，就是房间还是有点凉。', '短评打分': 5}
{'短评内容': '酒店位置不错，不临街，晚上睡觉很安静。但是房间空调太小，冬天住的话很冷！其他服务还有房间卫生都很好。综合来说性价比比较高（98元的大床房）', '短评打分': 3}
{'短评内容': '很高的性价比', '短评打分': 3}
{'短评内容': '老客户了，一直住这。推荐。', '短评打分': 5}
{'短评内容': '酒店位置很好，因为不临街，所以睡觉完全不受影响。但是冬天去的话最好能提前热房。空调太小，房间温度过低了。\r\n总体来说性价比还是很高的，除了空调不够用外。建议春天、秋天时住', '短评打分': 5}
{'短评内容': '感觉住得很舒适，就是地板是木制的显得有点不干净，总体很好。', '短评打分': 5}
{'短评内容': '各方面都比较好，预定的方面没了后，还给免费升级了房间。', '短评打分': 5}
{'短评内容': '性价比不错，服务业很好，只是淋浴房内下水较慢', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '升级了 1.8M大床 不涨价就好了', '短评打分': 5}
{'短评内容': '真的不错！！', '短评打分': 5}
{'短评内容': '挺不错的', '短评打分': 3}
{'短评内容': '酒店性价比超高，环境也很不错，不过晚上有点冷，空调和暖气不足，房间的隔音效果也不是很好，希望以后再接再厉', '短评打分': 3}
{'短评内容': '\r\n还行。就是背阴的房间有点味道。', '短评打分': 5}
{'短评内容': '酒店很安静，但是房间的隔音效果不好，晚上也有些冷，空调和暖气效果不大。性价比超高很适合没有多少钱的学生住，房间给人家的感觉，很舒适。希望再接再厉', '短评打分': 5}
{'短评内容': '房间挺大阳光充足。。挺干净的。。', '短评打分': 5}
{'短评内容': '性价比很好，订的大床，给升级的家庭房，不错，离海边很近，不错的酒店啊', '短评打分': 5}
{'短评内容': '条件一般，不过这价钱也值了,有点冷', '短评打分': 5}
{'短评内容': '位置很方便，人性化服务很好，但是隔音效果不是很好，热水还有空调有待改进，推荐', '短评打分': 3}
{'短评内容': '人性化服务，服务态度非常好，卫生可以，但是隔音效果不是很好，热水空调方面有待改进', '短评打分': 5}
{'短评内容': '从青岛火车站坐公交车的话，在武胜关路转26路或者370路；从宾馆到火车站在马路对面坐26路到武胜关路转车，那里有很多车到火车站。从火车站到宾馆打车13元左右，交通还是很方便的。', '短评打分': 5}
{'短评内容': '和女友在那里住了3天 一切都很好 取得时候住的一楼 其他的房间满了 环境很好 很安静 热水也不错 房间打扫及时  酒店内部餐馆不建议 不是很好  总体来说性价比非常高 下次还会住 &#183;&#183;推荐&#183;&#183;', '短评打分': 5}
{'短评内容': '不错的选择！', '短评打分': 5}
{'短评内容': '空调暖气不好，其他都还好', '短评打分': 5}
{'短评内容': '冬天住太冷  周围交通不是很方便 ', '短评打分': 3}
{'短评内容': '空调制热效果不好，房间大，床也大，热水温度不够，总体觉得服务的细节不足，价格便宜，舒适度不够。', '短评打分': 1}
{'短评内容': '房间有点儿冷，其他还可以，十分制打个八分吧', '短评打分': 5}
{'短评内容': '冬季空调开的效果不是很理想  但是还可以 一点冷的感觉没有 在睡觉的时候还热出汗了 但是在看电视穿内衣会冷的', '短评打分': 3}
{'短评内容': '酒店很冷，感觉像是到了北极。', '短评打分': 1}
{'短评内容': '房间感觉 很温馨  服务还是挺周到的  会提醒离店时间  拖鞋是一次性的 感觉挺好的', '短评打分': 5}
{'短评内容': '608房间卫生间进门的第一块儿地砖已经松动了，进出的时候总会发出“嘎嘣”的一声。房间的空调制热不是很有劲，晚上一直调在30度，吹了一夜……\r\n房间的杯子太薄了，电话前台让服务员又加了一床被子，很暖和。', '短评打分': 5}
{'短评内容': '总体来说 还是不错  就是水太凉', '短评打分': 3}
{'短评内容': '不错的酒店，给免费升了房，插头还特别多。所有设置都能充电。赞一个', '短评打分': 5}
{'短评内容': '房间很好。。只是空调太小。。冬天有点冷', '短评打分': 5}
{'短评内容': '酒店环境挺好、也很舒适。下次有朋友来玩，我会推荐他来的。', '短评打分': 5}
{'短评内容': '很好的酒店', '短评打分': 5}
{'短评内容': '总体来说还是不错  值得推荐  ', '短评打分': 3}
{'短评内容': '    还算不错 但是玩去了半个小时  定的单人间 明明还有房间  但是却告诉我没有 只好住标准间   感觉还算不错     推荐', '短评打分': 5}
{'短评内容': '很不错 性价比高', '短评打分': 5}
{'短评内容': '住吧，挺好，就是给早餐卷不积极，自己催着点，这段时间早餐好吃些了。', '短评打分': 3}
{'短评内容': '好 下次还会住 值得推荐', '短评打分': 3}
{'短评内容': '挺好，住', '短评打分': 3}
{'短评内容': '住吧，享受谈不上，但还是可以的。', '短评打分': 3}
{'短评内容': '性价比很高的酒店 就是门前早晚堵车有点严重', '短评打分': 5}
{'短评内容': '性价比超值，就是冬天没有暖气，但就春夏秋而言，绝对超值！！！', '短评打分': 5}
{'短评内容': '很不错 性价比很好！下次还会来。', '短评打分': 3}
{'短评内容': '住，别担心，不过有些房间地板有点旧，你可以换换，大部分还是不错的', '短评打分': 5}
{'短评内容': '不错，要是旺季也保持这个价位就好了。', '短评打分': 5}
{'短评内容': '已多次入住了，个人认为很好。值得推荐一下。', '短评打分': 5}
{'短评内容': '房间比较冷，空调似乎不怎么管用摆设。', '短评打分': 1}
{'短评内容': '性价比比较高，环境幽静，适合度假。', '短评打分': 5}
{'短评内容': 'comfortable！', '短评打分': 5}
{'短评内容': '有点冷。', '短评打分': 3}
{'短评内容': '被罩有点脏噢。性价比很高', '短评打分': 5}
{'短评内容': '天冷的时候空调温度上不去 其他的都很好', '短评打分': 5}
{'短评内容': '酒店比较干净、舒适，服务也还可以；但有两个地方需改进 1.冬天房间有些冷，空调作用很小，我是要了个电暖器才温暖一些。 2.餐厅也还比较干净，但吃饭时间有些受限制，不方便。  总之性价比还不错。', '短评打分': 5}
{'短评内容': '住的5楼的大床房，房间狠舒服，很大，卫生间很大，设施也不错\r\n不知道特价房如何', '短评打分': 5}
{'短评内容': '性价比较高的酒店，但采暖和角落卫生应改进些', '短评打分': 5}
{'短评内容': '性价比比较高，就是周围的商圈不太理性，需要乘坐交通工具走一段，不过总体还好，推荐', '短评打分': 3}
{'短评内容': '很超值，也很安静。对于大家反映冷的情况是因为冬天是青岛的旅游淡季，店里没有开暖气，只有插上房卡以后才能打开空调取暖，所以进门的时候比较冷，希望店家以后可以多给个门卡好保持房间的空调能够维持一定的温度。', '短评打分': 5}
{'短评内容': '这个酒店性价比很高，整体来说非常的好。\r\n唯一一点点缺点就是房间有一点点味道。', '短评打分': 5}
{'短评内容': '总体说还不错，就是卫生一般，床单有点脏~', '短评打分': 5}
{'短评内容': '冬天洗澡水应该再热点', '短评打分': 5}
{'短评内容': '酒店位置不错，性价比不错，房间挺大，入住的高级大床房，简洁的装修，但是装修的质量实在不敢恭维。房间里没有暖气，一个小空调要温暖那么一大间房间确实有点难度，不过加了被子后，还行。', '短评打分': 5}
{'短评内容': '物有所值！', '短评打分': 3}
{'短评内容': '服务态度还可以，被褥更换不是很及时，如果旺季去青岛是一个不错的选择', '短评打分': 5}
{'短评内容': '挺好的', '短评打分': 3}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '挺好的，住吧', '短评打分': 3}
{'短评内容': '服务非常热情，在预定的98元特价房满后主动免费换了130的房间，房间比较宽敞，设施齐全、洁净、也比较新！酒店地点在市中心老年大学内，非常的安静，交通也非常便利，去旅游景点的车次比较多。前台的服务人员会很耐心与细心的指点将要去的地方，并提供最方便的旅游时间安排~~~唯一美中不足的就是酒店卫生间地板与酒店提供的纸拖鞋配合起来非常滑，容易摔~~！总的的来说这是个非常高性价比的酒店，下次来青岛一定还会住它', '短评打分': 5}
{'短评内容': '提前预定的晚了没有订到98元特价房~不过酒店的其他特价房性价比也是比较高的。室内整齐干净，空间大小适中没有压迫的感觉，我住在六楼窗外视线还蛮开阔的。房间特点：浴室和卧室的隔断墙是整块玻璃的，彩色浴帘看起来轻松时尚。大堂接待服务很好，因为我不是青岛人道路不熟找不到酒店地址，先后打了两次电话给酒店前台问路，都很耐心的给我讲直到我到达酒店，而且我怕冷晚上多要了一床被子，很快就给送到了。建议以后住这家酒店', '短评打分': 5}
{'短评内容': '物美价廉,环境不错,就是酒店不太好找.', '短评打分': 3}
{'短评内容': '其他一切都好，就是没有暖气，单是空调是很冷的，希望明年有暖气的加入，挺好的一家店，常住', '短评打分': 5}
{'短评内容': '这家酒店的地理位置决定了它的安静，环境设施和服务态度都非常好哦~值得住宿', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '位置在一个幽静的学校里面，离东海路等中心地带不远，布置也简约但是整洁。感觉是个性价比很高的地方。就是空调实在没办法让室内温度保持一个舒适的温度，冬天入住可能会难受一点', '短评打分': 5}
{'短评内容': '挺好的', '短评打分': 3}
{'短评内容': '值得入住', '短评打分': 5}
{'短评内容': '环境不错。房间装的挺温馨的。也挺安静。推荐~', '短评打分': 5}
{'短评内容': '不错的选择。', '短评打分': 5}
{'短评内容': '挺好，住吧', '短评打分': 3}
{'短评内容': '我觉得环境还可以，服务特别好，就是楼和楼的距离好象太近了，白天的时候要是不拉窗帘，有点不太方便', '短评打分': 3}
{'短评内容': '性价比很好', '短评打分': 5}
{'短评内容': '位置不错，刚好在台东和香港中路之间位置，门口就有去海边的公车，非常方便，唯一不足的就是空调有点冷。', '短评打分': 5}
{'短评内容': '本来定的是大床房，后来在酒店又改住了高级大床房。房间比较大，床很舒服，去的那天阳光非常好，照进房间，有在家的感觉！', '短评打分': 5}
{'短评内容': '挺好的，我一直在住', '短评打分': 5}
{'短评内容': '比较好', '短评打分': 5}
{'短评内容': '不错，还是挺实惠的，下次去青岛还去那～～', '短评打分': 5}
{'短评内容': '房间不错。但是空调不热。', '短评打分': 5}
{'短评内容': '酒店里面环境挺好，感觉很安静，也相对比较舒适，人员服务很周到，综合性价比还是蛮高的。', '短评打分': 3}
{'短评内容': '还是很不错的酒店,价格也很公道,环境挺不错的,位置还是挺好的,房间的卫生和设施还行,服务态度挺不错,性价比挺高的.', '短评打分': 3}
{'短评内容': '酒店不错的，就是位置稍微有一点偏，不过还好，房间内的设施很完善，而且也很干净，前台人员服务态度热情周到，性价比不错', '短评打分': 3}
{'短评内容': '位置太一般了 附近吃喝玩乐的地方太少 出门都要打车 还有就是房间太冷了 冬天 屋里保暖不是很好 ', '短评打分': 1}
{'短评内容': '服务很好 住的舒服 人生难得舒服 推荐啊', '短评打分': 3}
{'短评内容': '这家酒店还是很值得推荐的', '短评打分': 3}
{'短评内容': '挺干净整洁，服务态度也很好，地段一般，价格合适', '短评打分': 3}
{'短评内容': '很不错  很幽静 性价比很高的店~', '短评打分': 5}
{'短评内容': '值', '短评打分': 5}
{'短评内容': '性价比很高的选择，值得选择。', '短评打分': 5}
{'短评内容': '超高的性价比', '短评打分': 3}
{'短评内容': '多次入住，很好', '短评打分': 5}
{'短评内容': '很不错，价格也便宜，就是床小了点，设施比汉庭稍微差一些，但是这个价位已经非常非常好了，呵呵 值得推荐！', '短评打分': 5}
{'短评内容': '真挺不错的', '短评打分': 5}
{'短评内容': '环境有点差，但服务还不错，干净，性价比高', '短评打分': 5}
{'短评内容': '总体来说还算不错的酒店！晚上睡觉没觉得很吵。。。酒店的细节部分希望可以加强管理！看样子地板与墙之间连接的踢脚线已经开了很久，一直都没有及时的维修。卫生间的挡帘也有好多霉点，浴巾和手巾有很大的消毒水味道，而且不洁白了。', '短评打分': 5}
{'短评内容': '还不错的一家酒店，吃饭和交通都很方便，离着海边很近，也很安静。唯一缺点就是浴巾、毛巾太旧，让人感觉不是很干净。', '短评打分': 5}
{'短评内容': '当时住六楼的一个大床房，不知道是酒店提供的万能充是房间的插座有问题，当时弄得这层楼都跳闸，相当惊险。。。修修吧。。。', '短评打分': 3}
{'短评内容': '很好~住得很舒服~', '短评打分': 5}
{'短评内容': '性价比很高\n酒店在老年大学里面，稍微有点难找哦\n但是里面的服务和房间质量性价比没的说\n浴室又宽又大', '短评打分': 5}
{'短评内容': '总体来讲还不错，比较干净，天冷服务员给加了被子，环境很安静，离湛山寺很近。', '短评打分': 5}
{'短评内容': '挺好的', '短评打分': 3}
{'短评内容': '酒店正在装修,环境不太好,服务人员态度还不错,而且位置很方便,价格也比较合理.', '短评打分': 3}
{'短评内容': '免费升级了房间非常划算\r\n 位置也可以 就是打车麻烦点水不太热不过去哪打车都挺近的\r\n', '短评打分': 5}
{'短评内容': '位置还不错，出行还是很方便，房间的卫生和设施也还好，服务也挺到位的，整体感觉这家酒店的性价比还是非常高的 值得推荐', '短评打分': 3}
{'短评内容': '挺好的，房间大，采光好，服务也不错', '短评打分': 3}
{'短评内容': '服务态度很了,环境也不错!', '短评打分': 5}
{'短评内容': '房间还不错卫生和设施都挺好的,服务态度也还行,就是我感觉它的内部装修是挺陈旧了,位置还是挺好找环境比较安静,性价比还不错.', '短评打分': 3}
{'短评内容': '总的来说挺不错的，打扫卫生的阿姨很亲切……嘻嘻 以后可能还会选择来住。', '短评打分': 5}
{'短评内容': '值得推荐，但提个意见，希望服务员打扫卫生的时候先问清楚里面是否有人，边敲门边开门直接进，让人感觉很不好。', '短评打分': 5}
{'短评内容': '地理位置挺好，在老年大学内，闹中取静，往东走几十米就是延安三路。从大堂到房间的装潢都很新，很简洁，房间并无之前网友们所说的霉味，可能是酒店做了改进吧。到的时候比较晚，原先预定的98大床间没有了，前台服务很好，做了免费的房间升级，换成了138的高级大床间。喜欢浴室的设计，很有情调。房间有躺椅，但是摆设与面积相比，稍微嫌少。冬天入住，没有暖气，只有空调，因为房间大，所以稍微有点冷，床垫和被褥比较薄，电', '短评打分': 5}
{'短评内容': '房间太冷了空调不热，没有暖气。我入住后换了房间还是太冷加了被子。其他还可以', '短评打分': 5}
{'短评内容': '前台服务不错，卫生也不错，就是太冷，空调停停转转一晚上，空调噪音太大，没睡好，但是服务人员态度不错，所以还是好评，希望能改善供暖条件。', '短评打分': 5}
{'短评内容': '入住吧，没啥问题，就是商务中心不健全。', '短评打分': 5}
{'短评内容': '店员服务很好，数据线忘记带了，跟他们借，很快就送上来了，很好很热情', '短评打分': 5}
{'短评内容': '要命的是冬天没暖气，空调不制热，想象一下吧，啥事干不了。。。', '短评打分': 1}
{'短评内容': '没有暖气，开了空调还是有点冷。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '挺好的，推荐入住', '短评打分': 5}
{'短评内容': '第二次住了  淡季时98的价格还是可以接受的  推荐  第一次住酒店就是在这里留下了美好的经历  所以看到价格改为98后毫不犹豫的选择了这家', '短评打分': 5}
{'短评内容': '住了两天，感觉不错。前台素质较高。房间的高桌子可否放两把高转椅那就完美了。网速确实不错', '短评打分': 5}
{'短评内容': '房间内有很大的霉味，卫生间未打扫干净，洗脸池内有块大粘痰，太恶心了，卫生间的地板是破的，看了就不想住，原本定了入住3天，但是霉空气让我一刻也不想待，住了一天就换了家酒店', '短评打分': 1}
{'短评内容': '酒店真的很不错，值得推荐！就是房间隔音效果不太好。', '短评打分': 5}
{'短评内容': '已经多次入住，是性价比很高的酒店，物超所值。', '短评打分': 5}
{'短评内容': '不错!安静、阳光充足、网络飞快！还是要注意下本体维修更好！', '短评打分': 3}
{'短评内容': '很不错', '短评打分': 5}
{'短评内容': '真的非常好，交通很方便，出来就有公交车去台东，拐弯延安三路有公交去香港路，房间很不错，装修挺简单的，服务也很到位。喜欢，赞一个！~~~~~~~~~~~~物超所值', '短评打分': 5}
{'短评内容': '网速不是一般的快！不错！比较安静！', '短评打分': 3}
{'短评内容': '一家值得选择的酒店。', '短评打分': 5}
{'短评内容': '不错!阳光充足,尤其网速,可以达到12M.', '短评打分': 5}
{'短评内容': '酒店附近交通方便,离市中心很近,特别是房间很温馨舒适,服务适中', '短评打分': 5}
{'短评内容': '很好 呵呵', '短评打分': 3}
{'短评内容': '推荐入住，比较清净', '短评打分': 3}
{'短评内容': '推荐大家入住，除了餐厅差点，其他还可以。', '短评打分': 3}
{'短评内容': '酒店整体感觉不错，适合情侣，就是稍微有点冷！', '短评打分': 5}
{'短评内容': '隔音效果非常差', '短评打分': 1}
{'短评内容': '这是我第三次入住了，一直觉得挺不错的，性价比很高。值得推荐一下。', '短评打分': 5}
{'短评内容': '很好，很舒适，各方面都不错！', '短评打分': 3}
{'短评内容': '很好很好 下次一定还去住 酒店服务超好', '短评打分': 5}
{'短评内容': '绝对物有所值。酒店装饰很新。。服务很好。。位置属于闹中取静的。。周边饮食和交通很方便。网速相当快。当然，毛病也有。就是浴帘发霉的问题。。再就是，打扫房间并不主动更换床单被套，这一点不是很好。但是总体来说。还是很好的', '短评打分': 5}
{'短评内容': '很舒适，位置去哪都比较适中，有暖气也有空调，很暖和！热水也很充裕！', '短评打分': 5}
{'短评内容': '挺好的，放心住吧', '短评打分': 3}
{'短评内容': '挺好的，很幽静', '短评打分': 5}
{'短评内容': '性价比非常高 房间比较舒适干净 又便宜 离海边又近 最让人满意的是网速 是我见过最快网速酒店 下载速度竟然达到了7M/s 我一晚上下了80G的火影忍者和海贼王 太爽了', '短评打分': 5}
{'短评内容': '干净、安全、方便。。。\r\n酒店旁边就是青岛老年人大学~~\r\n', '短评打分': 3}
{'短评内容': '第一次去青岛旅游，\r\n进入此酒店的设施非常干净、安全和人性化，\r\n酒店室内的设计非常前卫，\r\n厕所和客房用透明的玻璃相隔开，\r\n非常适合情侣和夫妻入住，\r\n很浪漫~~\r\n酒店还有旅行团报名处，非常的方便，旅行团会开车到酒店门口来接应。\r\n', '短评打分': 5}
{'短评内容': '卫生服务方面做的都很到位,但就是位置不太好,在一个胡同里,出行不太方便,另外就是房间的设施有些陈旧了.', '短评打分': 3}
{'短评内容': '没有暖气，这点不好，开空调温度也上不去', '短评打分': 5}
{'短评内容': '推荐入住，环境很好，很清静', '短评打分': 3}
{'短评内容': '位置不错，环境幽静，服务也很好，硬件设施一般，早饭也相对单调，不过还是推荐，在青岛找到性价比这么高的酒店不容易。', '短评打分': 5}
{'短评内容': '冬天有点冷，环境还不错，性价比高!', '短评打分': 5}
{'短评内容': '临走时服务很好，帮助我处理了一些暂时留在青岛的物品', '短评打分': 5}
{'短评内容': '服务不错，虽然有点儿小不愉快，但是经理态度很好，解决的也很好，以后会继续入住的。', '短评打分': 5}
{'短评内容': '环境很好很安静,卫生很干净,基础设施齐全,门口打车很方便公交不方便.', '短评打分': 3}
{'短评内容': '目前客房的不错的。', '短评打分': 5}
{'短评内容': '可以入住，网速很快，是目前在青岛我知道的最快的了。', '短评打分': 5}
{'短评内容': '还是可以住住的，就是餐厅什么的老是有变数。', '短评打分': 3}
{'短评内容': '还可以', '短评打分': 3}
{'短评内容': '餐厅做的很一般，但是可以提供简单的三餐送餐服务', '短评打分': 5}
{'短评内容': '酒店的洗澡水温度不够热，环境和设施还算可以，价格适中所以还是可以考虑的。', '短评打分': 3}
{'短评内容': '挺好，来了好几次了，下次还住这里', '短评打分': 3}
{'短评内容': '网速不是一般的快！', '短评打分': 5}
{'短评内容': '干净，服务及时，性价比高，就是白天装修的声音大。', '短评打分': 5}
{'短评内容': '别的都挺好，就是水压偶尔不稳', '短评打分': 5}
{'短评内容': '总算抽空带妈妈到青岛游玩了几天，住在海天e家2晚，感觉不错。因为妈妈喜欢安静，所以选择了5楼的高级大床房，真的安静又宽敞，早上出门都有看到旅游团的车，估计住在2、3楼会有点吵。卫生和设施都挺好的，床单干净没有怪味道，毛巾没用（习惯自带），但看上去挺蓬松的，也没有泛黄。至于地理位置不是特别方便，到各景点都有些距离，门口的公交车站乘出去后再换车。不过到台东商业区很方便，坐门口的206路3站就到了。总体', '短评打分': 5}
{'短评内容': '还可以，房间比较大，是我住的这几家青岛酒店里房间最大的，服务业还可以，就是装修的不太好。', '短评打分': 5}
{'短评内容': '酒店的环境不错,卫生打扫的很干净,位置也挺好的,总的来说对得起这个价格.', '短评打分': 3}
{'短评内容': '这是第二次入住海天e家，感觉还不错，价格、设施、卫生等做得还算到位，只是位置稍微有点不太方便。不过还值得推荐一下。', '短评打分': 5}
